transaction_id,order_id,utr,ground_truth_status,ground_truth_match_id,ground_truth_exception_type,ground_truth_expected_amount,ground_truth_actual_credit,ground_truth_variance,ground_truth_root_cause
TXN_RZP_100032,ORD_INV_200032,UTR_HDFC_800030,EXCEPTION,UNRESOLVED,DUPLICATE_UTR,39650.38,39650.38,0.0,Duplicate UTR Reference Detected
TXN_RZP_100033,ORD_INV_200033,UTR_HDFC_800033,MATCHED,UTR_HDFC_800033,NONE,39910.3,39910.3,0.0,MATCHED
TXN_RZP_100034,ORD_INV_200034,UTR_HDFC_800034,MATCHED,UTR_HDFC_800034,NONE,19888.21,19888.21,0.0,MATCHED
TXN_RZP_100035,ORD_INV_200034,UTR_HDFC_800035,EXCEPTION,UNRESOLVED,DUPLICATE_TRANSACTION,43666.93,43666.93,0.0,Duplicate Transaction Capture
TXN_RZP_100036,ORD_INV_200036,UTR_HDFC_800036,MATCHED,UTR_HDFC_800036,NONE,5417.59,5417.59,0.0,MATCHED
TXN_RZP_100037,ORD_INV_200037,UTR_HDFC_800037,MATCHED,UTR_HDFC_800037,NONE,13299.7,13299.7,0.0,MATCHED
TXN_RZP_100038,ORD_INV_200038,UTR_HDFC_800038,MATCHED,UTR_HDFC_800038,NONE,28931.25,28931.25,0.0,MATCHED
TXN_RZP_100039,ORD_INV_200039,UTR_HDFC_800039,MATCHED,UTR_HDFC_800039,NONE,30731.26,30731.26,0.0,MATCHED
TXN_RZP_100040,ORD_INV_200040,UTR_HDFC_800040,MATCHED,UTR_HDFC_800040,NONE,39483.31,39483.31,0.0,MATCHED
TXN_RZP_100041,ORD_INV_200041,UTR_HDFC_800041,MATCHED,UTR_HDFC_800041,NONE,18127.93,18127.93,0.0,MATCHED
TXN_RZP_100042,ORD_INV_200042,UTR_HDFC_800042,MATCHED,UTR_HDFC_800042,NONE,19481.85,19481.85,0.0,MATCHED
TXN_RZP_100043,ORD_INV_200043,UTR_HDFC_800043,MATCHED,UTR_HDFC_800043,NONE,33305.65,33305.65,0.0,MATCHED
TXN_RZP_100044,ORD_INV_200044,UTR_HDFC_800044,MATCHED,UTR_HDFC_800044,NONE,10108.08,10108.08,0.0,MATCHED
TXN_RZP_100045,ORD_INV_200045,UTR_HDFC_800045,MATCHED,UTR_HDFC_800045,NONE,33303.8,33303.8,0.0,MATCHED
TXN_RZP_100046,ORD_INV_200046,UTR_HDFC_800046,MATCHED,UTR_HDFC_800046,NONE,26179.47,26179.47,0.0,MATCHED
TXN_RZP_100047,ORD_INV_200047,UTR_HDFC_800047,MATCHED,UTR_HDFC_800047,NONE,27244.58,27244.58,0.0,MATCHED
TXN_RZP_100048,ORD_INV_200048,UTR_HDFC_800048,MATCHED,UTR_HDFC_800048,NONE,29622.96,29622.96,0.0,MATCHED
TXN_RZP_100049,ORD_INV_200049,UTR_HDFC_800049,EXCEPTION,UNRESOLVED,PARTIAL_REFUND,16529.48,11450.78,5078.7,Partial Customer Refund Deducted
TXN_RZP_100050,ORD_INV_200050,UTR_HDFC_800050,MATCHED,UTR_HDFC_800050,NONE,15773.84,15773.84,0.0,MATCHED
TXN_RZP_100051,ORD_INV_200051,UTR_HDFC_800051,MATCHED,UTR_HDFC_800051,NONE,5811.66,5811.66,0.0,MATCHED
TXN_RZP_100052,ORD_INV_200052,UTR_HDFC_800052,MATCHED,UTR_HDFC_800052,NONE,18689.82,18689.82,0.0,MATCHED
TXN_RZP_100053,ORD_INV_200053,UTR_HDFC_800053,MATCHED,UTR_HDFC_800053,NONE,42667.68,42667.68,0.0,MATCHED
TXN_RZP_100054,ORD_INV_200054,UTR_HDFC_800054,MATCHED,UTR_HDFC_800054,NONE,37558.58,37558.58,0.0,MATCHED
TXN_RZP_100055,ORD_INV_200055,UTR_HDFC_800055,MATCHED,UTR_HDFC_800055,NONE,13299.51,13299.51,0.0,MATCHED
TXN_RZP_100056,ORD_INV_200056,UTR_HDFC_800056,MATCHED,UTR_HDFC_800056,NONE,2689.79,2689.79,0.0,MATCHED
TXN_RZP_100057,ORD_INV_200057,UTR_HDFC_800057,MATCHED,UTR_HDFC_800057,NONE,12811.31,12811.31,0.0,MATCHED
TXN_RZP_100058,ORD_INV_200058,UTR_HDFC_800058,MATCHED,UTR_HDFC_800058,NONE,6289.48,6289.48,0.0,MATCHED
TXN_RZP_100059,ORD_INV_200059,UTR_HDFC_800059,MATCHED,UTR_HDFC_800059,NONE,33918.3,33918.3,0.0,MATCHED
TXN_RZP_100060,ORD_INV_200060,UTR_HDFC_800060,MATCHED,UTR_HDFC_800060,NONE,27431.49,27431.49,0.0,MATCHED
TXN_RZP_100061,ORD_INV_200061,UTR_HDFC_800061,MATCHED,UTR_HDFC_800061,NONE,38943.92,38943.92,0.0,MATCHED
TXN_RZP_100062,ORD_INV_200062,UTR_HDFC_800062,MATCHED,UTR_HDFC_800062,NONE,36539.07,36539.07,0.0,MATCHED
TXN_RZP_100063,ORD_INV_200063,UTR_HDFC_800063,MATCHED,UTR_HDFC_800063,NONE,38111.71,38111.71,0.0,MATCHED
TXN_RZP_100064,ORD_INV_200064,UTR_HDFC_800064,EXCEPTION,UNRESOLVED,FULL_REFUND,32597.27,0.0,32597.27,Full Order Cancellation & Refund
TXN_RZP_100065,ORD_INV_200065,UTR_HDFC_800065,MATCHED,UTR_HDFC_800065,NONE,32655.05,32655.05,0.0,MATCHED
TXN_RZP_100066,ORD_INV_200066,UTR_HDFC_800066,MATCHED,UTR_HDFC_800066,NONE,7765.49,7765.49,0.0,MATCHED
TXN_RZP_100067,ORD_INV_200067,UTR_HDFC_800067,EXCEPTION,UNRESOLVED,CHARGEBACK_RESERVE,24860.4,24460.4,400.0,Unmapped Chargeback Reserve Holdback
TXN_RZP_100068,ORD_INV_200068,UTR_HDFC_800068,MATCHED,UTR_HDFC_800068,NONE,24422.18,24422.18,0.0,MATCHED
TXN_RZP_100069,ORD_INV_200069,UTR_HDFC_800069,MATCHED,UTR_HDFC_800069,NONE,2569.77,2569.77,0.0,MATCHED
TXN_RZP_100070,ORD_INV_200070,UTR_HDFC_800070,MATCHED,UTR_HDFC_800070,NONE,26762.88,26762.88,0.0,MATCHED
TXN_RZP_100071,ORD_INV_200071,UTR_HDFC_800071,MATCHED,UTR_HDFC_800071,NONE,8359.98,8359.98,0.0,MATCHED
TXN_RZP_100072,ORD_INV_200072,UNKNOWN,EXCEPTION,UNRESOLVED,MISSING_SETTLEMENT,18853.89,0.0,18853.89,Gateway Settlement Omitted from Bank Statement
TXN_RZP_100073,ORD_INV_200073,UTR_HDFC_800073,MATCHED,UTR_HDFC_800073,NONE,35475.93,35475.93,0.0,MATCHED
TXN_RZP_100074,ORD_INV_200074,UTR_HDFC_800074,MATCHED,UTR_HDFC_800074,NONE,8152.57,8152.57,0.0,MATCHED
TXN_RZP_100075,ORD_INV_200075,UTR_HDFC_800075,MATCHED,UTR_HDFC_800075,NONE,1975.07,1975.07,0.0,MATCHED
TXN_RZP_100076,ORD_INV_200076,UTR_HDFC_800076,MATCHED,UTR_HDFC_800076,NONE,43689.7,43689.7,0.0,MATCHED
TXN_RZP_100077,ORD_INV_200077,UTR_HDFC_800077,MATCHED,UTR_HDFC_800077,NONE,14315.16,14315.16,0.0,MATCHED
TXN_RZP_100078,ORD_INV_200078,UTR_HDFC_800078,EXCEPTION,UNRESOLVED,WRONG_MDR_TIER,41313.3,40564.37,748.93,International/Corporate MDR Tier Applied (3.5%)
TXN_RZP_100079,ORD_INV_200079,UTR_HDFC_800079,MATCHED,UTR_HDFC_800079,NONE,25338.0,25338.0,0.0,MATCHED
TXN_RZP_100080,ORD_INV_200080,UTR_HDFC_800080,MATCHED,UTR_HDFC_800080,NONE,42868.42,42868.42,0.0,MATCHED
TXN_RZP_100081,ORD_INV_200081,UTR_HDFC_800081,MATCHED,UTR_HDFC_800081,NONE,16806.15,16806.15,0.0,MATCHED
TXN_RZP_100082,ORD_INV_200082,UTR_HDFC_800082,MATCHED,UTR_HDFC_800082,NONE,11277.7,11277.7,0.0,MATCHED
TXN_RZP_100083,ORD_INV_200083,UTR_HDFC_800083,MATCHED,UTR_HDFC_800083,NONE,5805.68,5805.68,0.0,MATCHED
TXN_RZP_100084,ORD_INV_200084,UTR_HDFC_800084,MATCHED,UTR_HDFC_800084,NONE,38567.21,38567.21,0.0,MATCHED
TXN_RZP_100085,ORD_INV_200085,UTR_HDFC_800085,MATCHED,UTR_HDFC_800085,NONE,27290.48,27290.48,0.0,MATCHED
TXN_RZP_100086,ORD_INV_200086,UTR_HDFC_800086,EXCEPTION,UNRESOLVED,GST_MISMATCH,3000.68,2988.18,12.5,Statutory GST Rate Calculation Divergence
TXN_RZP_100087,ORD_INV_200087,UTR_HDFC_800087,MATCHED,UTR_HDFC_800087,NONE,30292.47,30292.47,0.0,MATCHED
TXN_RZP_100088,ORD_INV_200088,UTR_HDFC_800088,MATCHED,UTR_HDFC_800088,NONE,34454.69,34454.69,0.0,MATCHED
TXN_RZP_100089,ORD_INV_200089,UTR_HDFC_800089,MATCHED,UTR_HDFC_800089,NONE,16253.09,16253.09,0.0,MATCHED
TXN_RZP_100090,ORD_INV_200090,UTR_HDFC_800090,EXCEPTION,UNRESOLVED,BANK_FEE,30831.92,30781.92,50.0,Direct Inter-bank Transfer Fee Deducted
TXN_RZP_100091,ORD_INV_200091,UTR_HDFC_800091,MATCHED,UTR_HDFC_800091,NONE,877.1,877.1,0.0,MATCHED
TXN_RZP_100092,ORD_INV_200092,UTR_HDFC_800092,MATCHED,UTR_HDFC_800092,NONE,38664.78,38664.78,0.0,MATCHED
TXN_RZP_100093,ORD_INV_200093,UTR_HDFC_800093,MATCHED,UTR_HDFC_800093,NONE,29473.38,29473.38,0.0,MATCHED
TXN_RZP_100094,ORD_INV_200094,UTR_HDFC_800094,MATCHED,UTR_HDFC_800094,NONE,21603.09,21603.09,0.0,MATCHED
TXN_RZP_100095,ORD_INV_200095,UTR_HDFC_800095,MATCHED,UTR_HDFC_800095,NONE,25247.84,25247.84,0.0,MATCHED
TXN_RZP_100096,ORD_INV_200096,UTR_HDFC_800096,MATCHED,UTR_HDFC_800096,NONE,34874.1,34874.1,0.0,MATCHED
TXN_RZP_100097,ORD_INV_200097,UTR_HDFC_800097,MATCHED,UTR_HDFC_800097,NONE,10067.3,10067.3,0.0,MATCHED
TXN_RZP_100098,ORD_INV_200098,UTR_HDFC_800098,MATCHED,UTR_HDFC_800098,NONE,39791.39,39791.39,0.0,MATCHED
TXN_RZP_100099,ORD_INV_200099,UTR_HDFC_800099,MATCHED,UTR_HDFC_800099,NONE,12020.19,12020.19,0.0,MATCHED
TXN_RZP_100100,ORD_INV_200100,UTR_HDFC_800100,MATCHED,UTR_HDFC_800100,NONE,15891.8,15891.8,0.0,MATCHED
TXN_RZP_100101,ORD_INV_200101,UTR_HDFC_800101,MATCHED,UTR_HDFC_800101,NONE,26975.43,26975.43,0.0,MATCHED
TXN_RZP_100102,ORD_INV_200102,UTR_HDFC_800102,MATCHED,UTR_HDFC_800102,NONE,16605.27,16605.27,0.0,MATCHED
TXN_RZP_100103,ORD_INV_200103,UTR_HDFC_800103,MATCHED,UTR_HDFC_800103,NONE,29621.77,29621.77,0.0,MATCHED
TXN_RZP_100104,ORD_INV_200104,UTR_HDFC_800104,MATCHED,UTR_HDFC_800104,NONE,43845.98,43845.98,0.0,MATCHED
TXN_RZP_100105,ORD_INV_200105,UTR_HDFC_800105,MATCHED,UTR_HDFC_800105,NONE,43732.16,43732.16,0.0,MATCHED
TXN_RZP_100106,ORD_INV_200106,UTR_HDFC_800106,MATCHED,UTR_HDFC_800106,NONE,34437.14,34437.14,0.0,MATCHED
TXN_RZP_100107,ORD_INV_200107,UTR_HDFC_800107,MATCHED,UTR_HDFC_800107,NONE,13753.72,13753.72,0.0,MATCHED
TXN_RZP_100108,ORD_INV_200108,UTR_HDFC_800108,MATCHED,UTR_HDFC_800108,NONE,1129.85,1129.85,0.0,MATCHED
TXN_RZP_100109,ORD_INV_200109,UTR_HDFC_800109,MATCHED,UTR_HDFC_800109,NONE,23387.15,23387.15,0.0,MATCHED
TXN_RZP_100110,ORD_INV_200110,UTR_HDFC_800110,MATCHED,UTR_HDFC_800110,NONE,3938.24,3938.24,0.0,MATCHED
TXN_RZP_100111,ORD_INV_200111,UTR_HDFC_800111,MATCHED,UTR_HDFC_800111,NONE,36276.79,36276.79,0.0,MATCHED
TXN_RZP_100112,ORD_INV_200112,UTR_HDFC_800112,MATCHED,UTR_HDFC_800112,NONE,32019.48,32019.48,0.0,MATCHED
TXN_RZP_100113,ORD_INV_200113,UTR_HDFC_800113,EXCEPTION,UNRESOLVED,SPLIT_SETTLEMENT,11642.26,5821.13,5821.13,Split Gateway Payout across Settlement Cycles
TXN_RZP_100114,ORD_INV_200114,UTR_HDFC_800114,MATCHED,UTR_HDFC_800114,NONE,18597.34,18597.34,0.0,MATCHED
TXN_RZP_100115,ORD_INV_200115,UTR_HDFC_800115,MATCHED,UTR_HDFC_800115,NONE,21644.13,21644.13,0.0,MATCHED
TXN_RZP_100116,ORD_INV_200116,UTR_HDFC_800116,MATCHED,UTR_HDFC_800116,NONE,40096.04,40096.04,0.0,MATCHED
TXN_RZP_100117,ORD_INV_200117,UTR_HDFC_800117,MATCHED,UTR_HDFC_800117,NONE,33001.52,33001.52,0.0,MATCHED
TXN_RZP_100118,ORD_INV_200118,UTR_HDFC_800118,MATCHED,UTR_HDFC_800118,NONE,37913.43,37913.43,0.0,MATCHED
TXN_RZP_100119,ORD_INV_200119,UTR_HDFC_800119,MATCHED,UTR_HDFC_800119,NONE,33113.8,33113.8,0.0,MATCHED
TXN_RZP_100120,ORD_INV_200120,UTR_HDFC_800120,MATCHED,UTR_HDFC_800120,NONE,36710.52,36710.52,0.0,MATCHED
TXN_RZP_100121,ORD_INV_200121,UTR_HDFC_800121,EXCEPTION,UNRESOLVED,GST_ROUNDING_ERROR,18016.73,18017.48,-0.75,Sub-rupee Decimal Rounding Difference
TXN_RZP_100122,ORD_INV_200122,UTR_HDFC_800122,MATCHED,UTR_HDFC_800122,NONE,38852.66,38852.66,0.0,MATCHED
TXN_RZP_100123,ORD_INV_200123,UTR_HDFC_800123,MATCHED,UTR_HDFC_800123,NONE,21425.82,21425.82,0.0,MATCHED
TXN_RZP_100124,ORD_INV_200124,UTR_HDFC_800124,MATCHED,UTR_HDFC_800124,NONE,8024.74,8024.74,0.0,MATCHED
TXN_RZP_100125,ORD_INV_200125,UTR_HDFC_800125,MATCHED,UTR_HDFC_800125,NONE,35385.04,35385.04,0.0,MATCHED
TXN_RZP_100126,ORD_INV_200126,UTR_HDFC_800126,MATCHED,UTR_HDFC_800126,NONE,18181.66,18181.66,0.0,MATCHED
TXN_RZP_100127,ORD_INV_200127,UTR_HDFC_800127,MATCHED,UTR_HDFC_800127,NONE,29813.76,29813.76,0.0,MATCHED
TXN_RZP_100128,ORD_INV_200128,UTR_HDFC_800128,MATCHED,UTR_HDFC_800128,NONE,31231.54,31231.54,0.0,MATCHED
TXN_RZP_100129,ORD_INV_200129,UTR_HDFC_800129,MATCHED,UTR_HDFC_800129,NONE,8321.27,8321.27,0.0,MATCHED
TXN_RZP_100130,ORD_INV_200130,UTR_HDFC_800130,MATCHED,UTR_HDFC_800130,NONE,23049.6,23049.6,0.0,MATCHED
TXN_RZP_100131,ORD_INV_200131,UTR_HDFC_800131,MATCHED,UTR_HDFC_800131,NONE,13865.79,13865.79,0.0,MATCHED
TXN_RZP_100132,ORD_INV_200132,UTR_HDFC_800132,MATCHED,UTR_HDFC_800132,NONE,3946.46,3946.46,0.0,MATCHED
TXN_RZP_100133,ORD_INV_200133,UTR_HDFC_800133,MATCHED,UTR_HDFC_800133,NONE,21893.8,21893.8,0.0,MATCHED
TXN_RZP_100134,ORD_INV_200134,UTR_HDFC_800134,MATCHED,UTR_HDFC_800134,NONE,41484.68,41484.68,0.0,MATCHED
TXN_RZP_100135,ORD_INV_200135,UTR_HDFC_800135,MATCHED,UTR_HDFC_800135,NONE,14217.46,14217.46,0.0,MATCHED
TXN_RZP_100136,ORD_INV_200136,UTR_HDFC_800136,MATCHED,UTR_HDFC_800136,NONE,37823.66,37823.66,0.0,MATCHED
TXN_RZP_100137,ORD_INV_200137,UTR_HDFC_800137,MATCHED,UTR_HDFC_800137,NONE,35175.4,35175.4,0.0,MATCHED
TXN_RZP_100138,ORD_INV_200138,UTR_HDFC_800138,MATCHED,UTR_HDFC_800138,NONE,3529.74,3529.74,0.0,MATCHED
TXN_RZP_100139,ORD_INV_200139,UTR_HDFC_800139,MATCHED,UTR_HDFC_800139,NONE,40022.28,40022.28,0.0,MATCHED
TXN_RZP_100140,ORD_INV_200140,UTR_HDFC_800140,MATCHED,UTR_HDFC_800140,NONE,39354.72,39354.72,0.0,MATCHED
TXN_RZP_100141,ORD_INV_200141,UTR_HDFC_800141,MATCHED,UTR_HDFC_800141,NONE,21990.08,21990.08,0.0,MATCHED
TXN_RZP_100142,ORD_INV_200142,UTR_HDFC_800142,MATCHED,UTR_HDFC_800142,NONE,14692.41,14692.41,0.0,MATCHED
TXN_RZP_100143,ORD_INV_200143,UTR_HDFC_800143,EXCEPTION,UNRESOLVED,MISSING_INVOICE,25535.45,25535.45,0.0,Merchant ERP Order Incomplete or Unrecorded
TXN_RZP_100144,ORD_INV_200144,UTR_HDFC_800144,MATCHED,UTR_HDFC_800144,NONE,8290.53,8290.53,0.0,MATCHED
TXN_RZP_100145,ORD_INV_200145,UTR_HDFC_800145,MATCHED,UTR_HDFC_800145,NONE,29209.9,29209.9,0.0,MATCHED
TXN_RZP_100146,ORD_INV_200146,UTR_HDFC_800146,MATCHED,UTR_HDFC_800146,NONE,35281.57,35281.57,0.0,MATCHED
TXN_RZP_100147,ORD_INV_200147,UTR_HDFC_800147,MATCHED,UTR_HDFC_800147,NONE,21246.43,21246.43,0.0,MATCHED
TXN_RZP_100148,ORD_INV_200148,UTR_HDFC_800148,MATCHED,UTR_HDFC_800148,NONE,5228.57,5228.57,0.0,MATCHED
TXN_RZP_100149,ORD_INV_200149,UTR_HDFC_800149,MATCHED,UTR_HDFC_800149,NONE,12404.7,12404.7,0.0,MATCHED
TXN_RZP_100150,ORD_INV_200150,UTR_HDFC_800150,MATCHED,UTR_HDFC_800150,NONE,15239.67,15239.67,0.0,MATCHED
TXN_RZP_100151,ORD_INV_200151,UTR_HDFC_800151,MATCHED,UTR_HDFC_800151,NONE,41669.61,41669.61,0.0,MATCHED
TXN_RZP_100152,ORD_INV_200152,UTR_HDFC_800152,MATCHED,UTR_HDFC_800152,NONE,4842.74,4842.74,0.0,MATCHED
TXN_RZP_100153,ORD_INV_200153,UTR_HDFC_800153,MATCHED,UTR_HDFC_800153,NONE,8093.02,8093.02,0.0,MATCHED
TXN_RZP_100154,ORD_INV_200154,UTR_HDFC_800154,MATCHED,UTR_HDFC_800154,NONE,33790.51,33790.51,0.0,Alternative Bank Narration Formatting
TXN_RZP_100155,ORD_INV_200155,UTR_HDFC_800155,MATCHED,UTR_HDFC_800155,NONE,40681.61,40681.61,0.0,MATCHED
TXN_RZP_100156,ORD_INV_200156,UTR_HDFC_800156,MATCHED,UTR_HDFC_800156,NONE,11263.01,11263.01,0.0,MATCHED
TXN_RZP_100157,ORD_INV_200157,UTR_HDFC_800157,MATCHED,UTR_HDFC_800157,NONE,32239.4,32239.4,0.0,Merchant Alias Name Mapping
TXN_RZP_100158,ORD_INV_200158,UTR_HDFC_800158,MATCHED,UTR_HDFC_800158,NONE,35532.89,35532.89,0.0,MATCHED
TXN_RZP_100159,ORD_INV_200159,UTR_HDFC_800159,MATCHED,UTR_HDFC_800159,NONE,24304.21,24304.21,0.0,MATCHED
TXN_RZP_100160,ORD_INV_200160,UTR_HDFC_800160,MATCHED,UTR_HDFC_800160,NONE,8259.33,8259.33,0.0,MATCHED
TXN_RZP_100161,ORD_INV_200161,UTR_HDFC_800161,MATCHED,UTR_HDFC_800161,NONE,43894.78,43894.78,0.0,MATCHED
TXN_RZP_100162,ORD_INV_200162,UTR_HDFC_800162,MATCHED,UTR_HDFC_800162,NONE,34636.98,34636.98,0.0,MATCHED
TXN_RZP_100163,ORD_INV_200163,UTR_HDFC_800163,MATCHED,UTR_HDFC_800163,NONE,21717.86,21717.86,0.0,MATCHED
TXN_RZP_100164,ORD_INV_200164,UTR_HDFC_800164,MATCHED,UTR_HDFC_800164,NONE,8877.76,8877.76,0.0,Truncated Reference Formatting in Narration
TXN_RZP_100165,ORD_INV_200165,UTR_HDFC_800165,MATCHED,UTR_HDFC_800165,NONE,28199.45,28199.45,0.0,MATCHED
TXN_RZP_100166,ORD_INV_200166,UTR_HDFC_800166,MATCHED,UTR_HDFC_800166,NONE,18235.19,18235.19,0.0,MATCHED
TXN_RZP_100167,ORD_INV_200167,UTR_HDFC_800167,MATCHED,UTR_HDFC_800167,NONE,38978.69,38978.69,0.0,MATCHED
TXN_RZP_100168,ORD_INV_200168,UTR_HDFC_800168,MATCHED,UTR_HDFC_800168,NONE,35603.71,35603.71,0.0,MATCHED
TXN_RZP_100169,ORD_INV_200169,UTR_HDFC_800169,MATCHED,UTR_HDFC_800169,NONE,19193.88,19193.88,0.0,MATCHED
TXN_RZP_100170,ORD_INV_200170,UTR_HDFC_800170,EXCEPTION,UNRESOLVED,AMOUNT_MISMATCH,31647.82,31297.82,350.0,Settlement Bank Transfer Amount Variance
TXN_RZP_100171,ORD_INV_200171,UTR_HDFC_800171,MATCHED,UTR_HDFC_800171,NONE,13719.26,13719.26,0.0,MATCHED
TXN_RZP_100172,ORD_INV_200172,UTR_HDFC_800172,MATCHED,UTR_HDFC_800172,NONE,32901.32,32901.32,0.0,MATCHED
TXN_RZP_100173,ORD_INV_200173,UTR_HDFC_800173,MATCHED,UTR_HDFC_800173,NONE,38954.47,38954.47,0.0,MATCHED
TXN_RZP_100174,ORD_INV_200174,UTR_HDFC_800174,MATCHED,UTR_HDFC_800174,NONE,21000.86,21000.86,0.0,MATCHED
TXN_RZP_100175,ORD_INV_200175,UTR_HDFC_800175,MATCHED,UTR_HDFC_800175,NONE,27261.9,27261.9,0.0,MATCHED
TXN_RZP_100176,ORD_INV_200176,UTR_HDFC_800176,MATCHED,UTR_HDFC_800176,NONE,39454.78,39454.78,0.0,MATCHED
TXN_RZP_100177,ORD_INV_200177,UTR_HDFC_800177,MATCHED,UTR_HDFC_800177,NONE,16687.32,16687.32,0.0,MATCHED
