bank_txn_id,utr,bank_date,credit_amount,narration,bank_name,account_number
BNK_TXN_400055,UTR_HDFC_800055,2026-03-04 02:15:00,13299.51,CMS/RAZORPAY/UTR_HDFC_800055/ORD_INV_200055,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400056,UTR_HDFC_800056,2026-03-04 03:00:00,2689.79,CMS/RAZORPAY/UTR_HDFC_800056/ORD_INV_200056,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400057,UTR_HDFC_800057,2026-03-04 03:45:00,12811.31,CMS/RAZORPAY/UTR_HDFC_800057/ORD_INV_200057,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400058,UTR_HDFC_800058,2026-03-04 04:30:00,6289.48,CMS/RAZORPAY/UTR_HDFC_800058/ORD_INV_200058,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400059,UTR_HDFC_800059,2026-03-04 05:15:00,33918.3,CMS/RAZORPAY/UTR_HDFC_800059/ORD_INV_200059,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400060,UTR_HDFC_800060,2026-03-04 06:00:00,27431.49,CMS/RAZORPAY/UTR_HDFC_800060/ORD_INV_200060,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400061,UTR_HDFC_800061,2026-03-04 06:45:00,38943.92,CMS/RAZORPAY/UTR_HDFC_800061/ORD_INV_200061,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400062,UTR_HDFC_800062,2026-03-04 07:30:00,36539.07,CMS/RAZORPAY/UTR_HDFC_800062/ORD_INV_200062,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400063,UTR_HDFC_800063,2026-03-04 08:15:00,38111.71,CMS/RAZORPAY/UTR_HDFC_800063/ORD_INV_200063,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400065,UTR_HDFC_800065,2026-03-04 09:45:00,32655.05,CMS/RAZORPAY/UTR_HDFC_800065/ORD_INV_200065,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400066,UTR_HDFC_800066,2026-03-04 10:30:00,7765.49,CMS/RAZORPAY/UTR_HDFC_800066/ORD_INV_200066,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400067,UTR_HDFC_800067,2026-03-04 11:15:00,24460.4,CMS/RAZORPAY/UTR_HDFC_800067/ORD_INV_200067/CB_RESERVE_HOLD,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400068,UTR_HDFC_800068,2026-03-04 12:00:00,24422.18,CMS/RAZORPAY/UTR_HDFC_800068/ORD_INV_200068,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400069,UTR_HDFC_800069,2026-03-04 12:45:00,2569.77,CMS/RAZORPAY/UTR_HDFC_800069/ORD_INV_200069,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400070,UTR_HDFC_800070,2026-03-04 13:30:00,26762.88,CMS/RAZORPAY/UTR_HDFC_800070/ORD_INV_200070,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400071,UTR_HDFC_800071,2026-03-04 14:15:00,8359.98,CMS/RAZORPAY/UTR_HDFC_800071/ORD_INV_200071,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400073,UTR_HDFC_800073,2026-03-04 15:45:00,35475.93,CMS/RAZORPAY/UTR_HDFC_800073/ORD_INV_200073,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400074,UTR_HDFC_800074,2026-03-04 16:30:00,8152.57,CMS/RAZORPAY/UTR_HDFC_800074/ORD_INV_200074,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400075,UTR_HDFC_800075,2026-03-04 17:15:00,1975.07,CMS/RAZORPAY/UTR_HDFC_800075/ORD_INV_200075,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400076,UTR_HDFC_800076,2026-03-04 18:00:00,43689.7,CMS/RAZORPAY/UTR_HDFC_800076/ORD_INV_200076,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400077,UTR_HDFC_800077,2026-03-04 18:45:00,14315.16,CMS/RAZORPAY/UTR_HDFC_800077/ORD_INV_200077,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400078,UTR_HDFC_800078,2026-03-04 19:30:00,40564.37,CMS/RAZORPAY/UTR_HDFC_800078/ORD_INV_200078/CORP_INTL_CARD_3.5PCT,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400079,UTR_HDFC_800079,2026-03-04 20:15:00,25338.0,CMS/RAZORPAY/UTR_HDFC_800079/ORD_INV_200079,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400080,UTR_HDFC_800080,2026-03-04 21:00:00,42868.42,CMS/RAZORPAY/UTR_HDFC_800080/ORD_INV_200080,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400081,UTR_HDFC_800081,2026-03-04 21:45:00,16806.15,CMS/RAZORPAY/UTR_HDFC_800081/ORD_INV_200081,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400082,UTR_HDFC_800082,2026-03-04 22:30:00,11277.7,CMS/RAZORPAY/UTR_HDFC_800082/ORD_INV_200082,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400083,UTR_HDFC_800083,2026-03-04 23:15:00,5805.68,CMS/RAZORPAY/UTR_HDFC_800083/ORD_INV_200083,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400084,UTR_HDFC_800084,2026-03-05 00:00:00,38567.21,CMS/RAZORPAY/UTR_HDFC_800084/ORD_INV_200084,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400085,UTR_HDFC_800085,2026-03-05 00:45:00,27290.48,CMS/RAZORPAY/UTR_HDFC_800085/ORD_INV_200085,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400086,UTR_HDFC_800086,2026-03-05 01:30:00,2988.18,CMS/RAZORPAY/UTR_HDFC_800086/ORD_INV_200086,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400087,UTR_HDFC_800087,2026-03-05 02:15:00,30292.47,CMS/RAZORPAY/UTR_HDFC_800087/ORD_INV_200087,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400088,UTR_HDFC_800088,2026-03-05 03:00:00,34454.69,CMS/RAZORPAY/UTR_HDFC_800088/ORD_INV_200088,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400089,UTR_HDFC_800089,2026-03-05 03:45:00,16253.09,CMS/RAZORPAY/UTR_HDFC_800089/ORD_INV_200089,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400090,UTR_HDFC_800090,2026-03-05 04:30:00,30781.92,CMS/RAZORPAY/UTR_HDFC_800090/ORD_INV_200090/NEFT_BANK_HANDLING_CHRG,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400091,UTR_HDFC_800091,2026-03-05 05:15:00,877.1,CMS/RAZORPAY/UTR_HDFC_800091/ORD_INV_200091,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400092,UTR_HDFC_800092,2026-03-05 06:00:00,38664.78,CMS/RAZORPAY/UTR_HDFC_800092/ORD_INV_200092,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400093,UTR_HDFC_800093,2026-03-05 06:45:00,29473.38,CMS/RAZORPAY/UTR_HDFC_800093/ORD_INV_200093,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400094,UTR_HDFC_800094,2026-03-05 07:30:00,21603.09,CMS/RAZORPAY/UTR_HDFC_800094/ORD_INV_200094,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400095,UTR_HDFC_800095,2026-03-05 08:15:00,25247.84,CMS/RAZORPAY/UTR_HDFC_800095/ORD_INV_200095,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400096,UTR_HDFC_800096,2026-03-05 09:00:00,34874.1,CMS/RAZORPAY/UTR_HDFC_800096/ORD_INV_200096,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400097,UTR_HDFC_800097,2026-03-05 09:45:00,10067.3,CMS/RAZORPAY/UTR_HDFC_800097/ORD_INV_200097,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400098,UTR_HDFC_800098,2026-03-05 10:30:00,39791.39,CMS/RAZORPAY/UTR_HDFC_800098/ORD_INV_200098,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400099,UTR_HDFC_800099,2026-03-05 11:15:00,12020.19,CMS/RAZORPAY/UTR_HDFC_800099/ORD_INV_200099,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400100,UTR_HDFC_800100,2026-03-05 12:00:00,15891.8,CMS/RAZORPAY/UTR_HDFC_800100/ORD_INV_200100,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400101,UTR_HDFC_800101,2026-03-05 12:45:00,26975.43,CMS/RAZORPAY/UTR_HDFC_800101/ORD_INV_200101,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400102,UTR_HDFC_800102,2026-03-05 13:30:00,16605.27,CMS/RAZORPAY/UTR_HDFC_800102/ORD_INV_200102,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400103,UTR_HDFC_800103,2026-03-05 14:15:00,29621.77,CMS/RAZORPAY/UTR_HDFC_800103/ORD_INV_200103,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400104,UTR_HDFC_800104,2026-03-05 15:00:00,43845.98,CMS/RAZORPAY/UTR_HDFC_800104/ORD_INV_200104,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400105,UTR_HDFC_800105,2026-03-05 15:45:00,43732.16,CMS/RAZORPAY/UTR_HDFC_800105/ORD_INV_200105,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400106,UTR_HDFC_800106,2026-03-05 16:30:00,34437.14,CMS/RAZORPAY/UTR_HDFC_800106/ORD_INV_200106,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400107,UTR_HDFC_800107,2026-03-05 17:15:00,13753.72,CMS/RAZORPAY/UTR_HDFC_800107/ORD_INV_200107,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400108,UTR_HDFC_800108,2026-03-05 18:00:00,1129.85,CMS/RAZORPAY/UTR_HDFC_800108/ORD_INV_200108,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400109,UTR_HDFC_800109,2026-03-05 18:45:00,23387.15,CMS/RAZORPAY/UTR_HDFC_800109/ORD_INV_200109,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400110,UTR_HDFC_800110,2026-03-05 19:30:00,3938.24,CMS/RAZORPAY/UTR_HDFC_800110/ORD_INV_200110,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400111,UTR_HDFC_800111,2026-03-05 20:15:00,36276.79,CMS/RAZORPAY/UTR_HDFC_800111/ORD_INV_200111,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400112,UTR_HDFC_800112,2026-03-05 21:00:00,32019.48,CMS/RAZORPAY/UTR_HDFC_800112/ORD_INV_200112,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400113,UTR_HDFC_800113,2026-03-05 21:45:00,5821.13,CMS/RAZORPAY/UTR_HDFC_800113/ORD_INV_200113/PART_1_SPLIT_PAYOUT,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400114,UTR_HDFC_800114,2026-03-05 22:30:00,18597.34,CMS/RAZORPAY/UTR_HDFC_800114/ORD_INV_200114,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400115,UTR_HDFC_800115,2026-03-05 23:15:00,21644.13,CMS/RAZORPAY/UTR_HDFC_800115/ORD_INV_200115,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400116,UTR_HDFC_800116,2026-03-06 00:00:00,40096.04,CMS/RAZORPAY/UTR_HDFC_800116/ORD_INV_200116,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400117,UTR_HDFC_800117,2026-03-06 00:45:00,33001.52,CMS/RAZORPAY/UTR_HDFC_800117/ORD_INV_200117,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400118,UTR_HDFC_800118,2026-03-06 01:30:00,37913.43,CMS/RAZORPAY/UTR_HDFC_800118/ORD_INV_200118,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400119,UTR_HDFC_800119,2026-03-06 02:15:00,33113.8,CMS/RAZORPAY/UTR_HDFC_800119/ORD_INV_200119,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400120,UTR_HDFC_800120,2026-03-06 03:00:00,36710.52,CMS/RAZORPAY/UTR_HDFC_800120/ORD_INV_200120,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400121,UTR_HDFC_800121,2026-03-06 03:45:00,18017.48,CMS/RAZORPAY/UTR_HDFC_800121/ORD_INV_200121,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400122,UTR_HDFC_800122,2026-03-06 04:30:00,38852.66,CMS/RAZORPAY/UTR_HDFC_800122/ORD_INV_200122,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400123,UTR_HDFC_800123,2026-03-06 05:15:00,21425.82,CMS/RAZORPAY/UTR_HDFC_800123/ORD_INV_200123,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400124,UTR_HDFC_800124,2026-03-06 06:00:00,8024.74,CMS/RAZORPAY/UTR_HDFC_800124/ORD_INV_200124,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400125,UTR_HDFC_800125,2026-03-06 06:45:00,35385.04,CMS/RAZORPAY/UTR_HDFC_800125/ORD_INV_200125,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400126,UTR_HDFC_800126,2026-03-06 07:30:00,18181.66,CMS/RAZORPAY/UTR_HDFC_800126/ORD_INV_200126,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400127,UTR_HDFC_800127,2026-03-06 08:15:00,29813.76,CMS/RAZORPAY/UTR_HDFC_800127/ORD_INV_200127,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400128,UTR_HDFC_800128,2026-03-06 09:00:00,31231.54,CMS/RAZORPAY/UTR_HDFC_800128/ORD_INV_200128,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400129,UTR_HDFC_800129,2026-03-06 09:45:00,8321.27,CMS/RAZORPAY/UTR_HDFC_800129/ORD_INV_200129,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400130,UTR_HDFC_800130,2026-03-06 10:30:00,23049.6,CMS/RAZORPAY/UTR_HDFC_800130/ORD_INV_200130,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400131,UTR_HDFC_800131,2026-03-06 11:15:00,13865.79,CMS/RAZORPAY/UTR_HDFC_800131/ORD_INV_200131,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400132,UTR_HDFC_800132,2026-03-06 12:00:00,3946.46,CMS/RAZORPAY/UTR_HDFC_800132/ORD_INV_200132,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400133,UTR_HDFC_800133,2026-03-06 12:45:00,21893.8,CMS/RAZORPAY/UTR_HDFC_800133/ORD_INV_200133,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400134,UTR_HDFC_800134,2026-03-06 13:30:00,41484.68,CMS/RAZORPAY/UTR_HDFC_800134/ORD_INV_200134,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400135,UTR_HDFC_800135,2026-03-06 14:15:00,14217.46,CMS/RAZORPAY/UTR_HDFC_800135/ORD_INV_200135,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400136,UTR_HDFC_800136,2026-03-06 15:00:00,37823.66,CMS/RAZORPAY/UTR_HDFC_800136/ORD_INV_200136,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400137,UTR_HDFC_800137,2026-03-06 15:45:00,35175.4,CMS/RAZORPAY/UTR_HDFC_800137/ORD_INV_200137,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400138,UTR_HDFC_800138,2026-03-06 16:30:00,3529.74,CMS/RAZORPAY/UTR_HDFC_800138/ORD_INV_200138,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400139,UTR_HDFC_800139,2026-03-06 17:15:00,40022.28,CMS/RAZORPAY/UTR_HDFC_800139/ORD_INV_200139,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400140,UTR_HDFC_800140,2026-03-06 18:00:00,39354.72,CMS/RAZORPAY/UTR_HDFC_800140/ORD_INV_200140,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400141,UTR_HDFC_800141,2026-03-06 18:45:00,21990.08,CMS/RAZORPAY/UTR_HDFC_800141/ORD_INV_200141,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400142,UTR_HDFC_800142,2026-03-06 19:30:00,14692.41,CMS/RAZORPAY/UTR_HDFC_800142/ORD_INV_200142,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400143,UTR_HDFC_800143,2026-03-06 20:15:00,25535.45,CMS/RAZORPAY/UTR_HDFC_800143/ORD_INV_200143,Axis Bank Ltd,XXXX-XXXX-8921
