transaction_id,order_id,utr,gross_amount,mdr_amount,gst_on_mdr,tds_amount,refund_amount,chargeback_amount,other_deductions,expected_settlement,settlement_date,payment_method,status
TXN_RZP_100041,ORD_INV_200041,UTR_HDFC_800041,18566.09,371.32,66.84,0.0,0.0,0.0,0.0,18127.93,2026-03-02 15:45:00,Credit Card,settled
TXN_RZP_100042,ORD_INV_200042,UTR_HDFC_800042,19952.73,399.05,71.83,0.0,0.0,0.0,0.0,19481.85,2026-03-02 16:30:00,Credit Card,settled
TXN_RZP_100043,ORD_INV_200043,UTR_HDFC_800043,34110.66,682.21,122.8,0.0,0.0,0.0,0.0,33305.65,2026-03-02 17:15:00,Debit Card,settled
TXN_RZP_100044,ORD_INV_200044,UTR_HDFC_800044,10352.4,207.05,37.27,0.0,0.0,0.0,0.0,10108.08,2026-03-02 18:00:00,Debit Card,settled
TXN_RZP_100045,ORD_INV_200045,UTR_HDFC_800045,34108.77,682.18,122.79,0.0,0.0,0.0,0.0,33303.8,2026-03-02 18:45:00,Debit Card,settled
TXN_RZP_100046,ORD_INV_200046,UTR_HDFC_800046,26812.25,536.25,96.53,0.0,0.0,0.0,0.0,26179.47,2026-03-02 19:30:00,Credit Card,settled
TXN_RZP_100047,ORD_INV_200047,UTR_HDFC_800047,27903.09,558.06,100.45,0.0,0.0,0.0,0.0,27244.58,2026-03-02 20:15:00,Debit Card,settled
TXN_RZP_100048,ORD_INV_200048,UTR_HDFC_800048,30338.96,606.78,109.22,0.0,0.0,0.0,0.0,29622.96,2026-03-02 21:00:00,UPI,settled
TXN_RZP_100049,ORD_INV_200049,UTR_HDFC_800049,16929.0,338.58,60.94,0.0,5078.7,0.0,0.0,16529.48,2026-03-02 21:45:00,Credit Card,settled
TXN_RZP_100050,ORD_INV_200050,UTR_HDFC_800050,16155.1,323.1,58.16,0.0,0.0,0.0,0.0,15773.84,2026-03-02 22:30:00,NetBanking,settled
TXN_RZP_100051,ORD_INV_200051,UTR_HDFC_800051,5952.13,119.04,21.43,0.0,0.0,0.0,0.0,5811.66,2026-03-02 23:15:00,UPI,settled
TXN_RZP_100052,ORD_INV_200052,UTR_HDFC_800052,19141.56,382.83,68.91,0.0,0.0,0.0,0.0,18689.82,2026-03-03 00:00:00,UPI,settled
TXN_RZP_100053,ORD_INV_200053,UTR_HDFC_800053,43698.98,873.98,157.32,0.0,0.0,0.0,0.0,42667.68,2026-03-03 00:45:00,Debit Card,settled
TXN_RZP_100054,ORD_INV_200054,UTR_HDFC_800054,38466.39,769.33,138.48,0.0,0.0,0.0,0.0,37558.58,2026-03-03 01:30:00,Wallet,settled
TXN_RZP_100055,ORD_INV_200055,UTR_HDFC_800055,13620.97,272.42,49.04,0.0,0.0,0.0,0.0,13299.51,2026-03-03 02:15:00,Credit Card,settled
TXN_RZP_100056,ORD_INV_200056,UTR_HDFC_800056,2754.81,55.1,9.92,0.0,0.0,0.0,0.0,2689.79,2026-03-03 03:00:00,NetBanking,settled
TXN_RZP_100057,ORD_INV_200057,UTR_HDFC_800057,13120.97,262.42,47.24,0.0,0.0,0.0,0.0,12811.31,2026-03-03 03:45:00,UPI,settled
TXN_RZP_100058,ORD_INV_200058,UTR_HDFC_800058,6441.5,128.83,23.19,0.0,0.0,0.0,0.0,6289.48,2026-03-03 04:30:00,Wallet,settled
TXN_RZP_100059,ORD_INV_200059,UTR_HDFC_800059,34738.12,694.76,125.06,0.0,0.0,0.0,0.0,33918.3,2026-03-03 05:15:00,Credit Card,settled
TXN_RZP_100060,ORD_INV_200060,UTR_HDFC_800060,28094.52,561.89,101.14,0.0,0.0,0.0,0.0,27431.49,2026-03-03 06:00:00,NetBanking,settled
TXN_RZP_100061,ORD_INV_200061,UTR_HDFC_800061,39885.21,797.7,143.59,0.0,0.0,0.0,0.0,38943.92,2026-03-03 06:45:00,UPI,settled
TXN_RZP_100062,ORD_INV_200062,UTR_HDFC_800062,37422.23,748.44,134.72,0.0,0.0,0.0,0.0,36539.07,2026-03-03 07:30:00,Debit Card,settled
TXN_RZP_100063,ORD_INV_200063,UTR_HDFC_800063,39032.89,780.66,140.52,0.0,0.0,0.0,0.0,38111.71,2026-03-03 08:15:00,UPI,settled
TXN_RZP_100064,ORD_INV_200064,UTR_HDFC_800064,33385.16,667.7,120.19,0.0,33385.16,0.0,0.0,32597.27,2026-03-03 09:00:00,Wallet,pending
TXN_RZP_100065,ORD_INV_200065,UTR_HDFC_800065,33444.34,668.89,120.4,0.0,0.0,0.0,0.0,32655.05,2026-03-03 09:45:00,UPI,settled
TXN_RZP_100066,ORD_INV_200066,UTR_HDFC_800066,7953.18,159.06,28.63,0.0,0.0,0.0,0.0,7765.49,2026-03-03 10:30:00,UPI,settled
TXN_RZP_100067,ORD_INV_200067,UTR_HDFC_800067,25461.29,509.23,91.66,0.0,0.0,400.0,0.0,24860.4,2026-03-03 11:15:00,Wallet,settled
TXN_RZP_100068,ORD_INV_200068,UTR_HDFC_800068,25012.48,500.25,90.05,0.0,0.0,0.0,0.0,24422.18,2026-03-03 12:00:00,Wallet,settled
TXN_RZP_100069,ORD_INV_200069,UTR_HDFC_800069,2631.89,52.64,9.48,0.0,0.0,0.0,0.0,2569.77,2026-03-03 12:45:00,Credit Card,settled
TXN_RZP_100070,ORD_INV_200070,UTR_HDFC_800070,27409.74,548.19,98.67,0.0,0.0,0.0,0.0,26762.88,2026-03-03 13:30:00,NetBanking,settled
TXN_RZP_100071,ORD_INV_200071,UTR_HDFC_800071,8562.04,171.24,30.82,0.0,0.0,0.0,0.0,8359.98,2026-03-03 14:15:00,NetBanking,settled
TXN_RZP_100072,ORD_INV_200072,UNKNOWN,19309.59,386.19,69.51,0.0,0.0,0.0,0.0,18853.89,2026-03-03 15:00:00,Credit Card,pending
TXN_RZP_100073,ORD_INV_200073,UTR_HDFC_800073,36333.4,726.67,130.8,0.0,0.0,0.0,0.0,35475.93,2026-03-03 15:45:00,Credit Card,settled
TXN_RZP_100074,ORD_INV_200074,UTR_HDFC_800074,8349.62,166.99,30.06,0.0,0.0,0.0,0.0,8152.57,2026-03-03 16:30:00,Wallet,settled
TXN_RZP_100075,ORD_INV_200075,UTR_HDFC_800075,2022.81,40.46,7.28,0.0,0.0,0.0,0.0,1975.07,2026-03-03 17:15:00,UPI,settled
TXN_RZP_100076,ORD_INV_200076,UTR_HDFC_800076,44745.69,894.91,161.08,0.0,0.0,0.0,0.0,43689.7,2026-03-03 18:00:00,Credit Card,settled
TXN_RZP_100077,ORD_INV_200077,UTR_HDFC_800077,14661.16,293.22,52.78,0.0,0.0,0.0,0.0,14315.16,2026-03-03 18:45:00,Credit Card,settled
TXN_RZP_100078,ORD_INV_200078,UTR_HDFC_800078,42311.86,846.24,152.32,0.0,0.0,0.0,0.0,41313.3,2026-03-03 19:30:00,Debit Card,settled
TXN_RZP_100079,ORD_INV_200079,UTR_HDFC_800079,25950.43,519.01,93.42,0.0,0.0,0.0,0.0,25338.0,2026-03-03 20:15:00,Debit Card,settled
TXN_RZP_100080,ORD_INV_200080,UTR_HDFC_800080,43904.57,878.09,158.06,0.0,0.0,0.0,0.0,42868.42,2026-03-03 21:00:00,Debit Card,settled
TXN_RZP_100081,ORD_INV_200081,UTR_HDFC_800081,17212.37,344.25,61.97,0.0,0.0,0.0,0.0,16806.15,2026-03-03 21:45:00,Credit Card,settled
TXN_RZP_100082,ORD_INV_200082,UTR_HDFC_800082,11550.29,231.01,41.58,0.0,0.0,0.0,0.0,11277.7,2026-03-03 22:30:00,NetBanking,settled
TXN_RZP_100083,ORD_INV_200083,UTR_HDFC_800083,5946.01,118.92,21.41,0.0,0.0,0.0,0.0,5805.68,2026-03-03 23:15:00,NetBanking,settled
TXN_RZP_100084,ORD_INV_200084,UTR_HDFC_800084,39499.4,789.99,142.2,0.0,0.0,0.0,0.0,38567.21,2026-03-04 00:00:00,NetBanking,settled
TXN_RZP_100085,ORD_INV_200085,UTR_HDFC_800085,27950.1,559.0,100.62,0.0,0.0,0.0,0.0,27290.48,2026-03-04 00:45:00,Debit Card,settled
TXN_RZP_100086,ORD_INV_200086,UTR_HDFC_800086,3073.2,61.46,11.06,0.0,0.0,0.0,0.0,3000.68,2026-03-04 01:30:00,Wallet,settled
TXN_RZP_100087,ORD_INV_200087,UTR_HDFC_800087,31024.65,620.49,111.69,0.0,0.0,0.0,0.0,30292.47,2026-03-04 02:15:00,Debit Card,settled
TXN_RZP_100088,ORD_INV_200088,UTR_HDFC_800088,35287.48,705.75,127.04,0.0,0.0,0.0,0.0,34454.69,2026-03-04 03:00:00,Wallet,settled
TXN_RZP_100089,ORD_INV_200089,UTR_HDFC_800089,16645.94,332.92,59.93,0.0,0.0,0.0,0.0,16253.09,2026-03-04 03:45:00,UPI,settled
TXN_RZP_100090,ORD_INV_200090,UTR_HDFC_800090,31577.14,631.54,113.68,0.0,0.0,0.0,50.0,30831.92,2026-03-04 04:30:00,Credit Card,settled
TXN_RZP_100091,ORD_INV_200091,UTR_HDFC_800091,898.3,17.97,3.23,0.0,0.0,0.0,0.0,877.1,2026-03-04 05:15:00,Debit Card,settled
TXN_RZP_100092,ORD_INV_200092,UTR_HDFC_800092,39599.33,791.99,142.56,0.0,0.0,0.0,0.0,38664.78,2026-03-04 06:00:00,Credit Card,settled
TXN_RZP_100093,ORD_INV_200093,UTR_HDFC_800093,30185.77,603.72,108.67,0.0,0.0,0.0,0.0,29473.38,2026-03-04 06:45:00,UPI,settled
TXN_RZP_100094,ORD_INV_200094,UTR_HDFC_800094,22125.25,442.51,79.65,0.0,0.0,0.0,0.0,21603.09,2026-03-04 07:30:00,UPI,settled
TXN_RZP_100095,ORD_INV_200095,UTR_HDFC_800095,25858.09,517.16,93.09,0.0,0.0,0.0,0.0,25247.84,2026-03-04 08:15:00,Debit Card,settled
TXN_RZP_100096,ORD_INV_200096,UTR_HDFC_800096,35717.02,714.34,128.58,0.0,0.0,0.0,0.0,34874.1,2026-03-04 09:00:00,UPI,settled
TXN_RZP_100097,ORD_INV_200097,UTR_HDFC_800097,10310.63,206.21,37.12,0.0,0.0,0.0,0.0,10067.3,2026-03-04 09:45:00,NetBanking,settled
TXN_RZP_100098,ORD_INV_200098,UTR_HDFC_800098,40753.16,815.06,146.71,0.0,0.0,0.0,0.0,39791.39,2026-03-04 10:30:00,Credit Card,settled
TXN_RZP_100099,ORD_INV_200099,UTR_HDFC_800099,12310.72,246.21,44.32,0.0,0.0,0.0,0.0,12020.19,2026-03-04 11:15:00,Wallet,settled
TXN_RZP_100100,ORD_INV_200100,UTR_HDFC_800100,16275.91,325.52,58.59,0.0,0.0,0.0,0.0,15891.8,2026-03-04 12:00:00,UPI,settled
TXN_RZP_100101,ORD_INV_200101,UTR_HDFC_800101,27627.44,552.55,99.46,0.0,0.0,0.0,0.0,26975.43,2026-03-04 12:45:00,UPI,settled
TXN_RZP_100102,ORD_INV_200102,UTR_HDFC_800102,17006.62,340.13,61.22,0.0,0.0,0.0,0.0,16605.27,2026-03-04 13:30:00,Wallet,settled
TXN_RZP_100103,ORD_INV_200103,UTR_HDFC_800103,30337.74,606.75,109.22,0.0,0.0,0.0,0.0,29621.77,2026-03-04 14:15:00,Credit Card,settled
TXN_RZP_100104,ORD_INV_200104,UTR_HDFC_800104,44905.76,898.12,161.66,0.0,0.0,0.0,0.0,43845.98,2026-03-04 15:00:00,Credit Card,settled
TXN_RZP_100105,ORD_INV_200105,UTR_HDFC_800105,44789.18,895.78,161.24,0.0,0.0,0.0,0.0,43732.16,2026-03-04 15:45:00,Debit Card,settled
TXN_RZP_100106,ORD_INV_200106,UTR_HDFC_800106,35269.5,705.39,126.97,0.0,0.0,0.0,0.0,34437.14,2026-03-04 16:30:00,Credit Card,settled
TXN_RZP_100107,ORD_INV_200107,UTR_HDFC_800107,14086.15,281.72,50.71,0.0,0.0,0.0,0.0,13753.72,2026-03-04 17:15:00,Debit Card,settled
TXN_RZP_100108,ORD_INV_200108,UTR_HDFC_800108,1157.16,23.14,4.17,0.0,0.0,0.0,0.0,1129.85,2026-03-04 18:00:00,Credit Card,settled
TXN_RZP_100109,ORD_INV_200109,UTR_HDFC_800109,23952.43,479.05,86.23,0.0,0.0,0.0,0.0,23387.15,2026-03-04 18:45:00,Credit Card,settled
TXN_RZP_100110,ORD_INV_200110,UTR_HDFC_800110,4033.43,80.67,14.52,0.0,0.0,0.0,0.0,3938.24,2026-03-04 19:30:00,Wallet,settled
TXN_RZP_100111,ORD_INV_200111,UTR_HDFC_800111,37153.61,743.07,133.75,0.0,0.0,0.0,0.0,36276.79,2026-03-04 20:15:00,UPI,settled
TXN_RZP_100112,ORD_INV_200112,UTR_HDFC_800112,32793.41,655.87,118.06,0.0,0.0,0.0,0.0,32019.48,2026-03-04 21:00:00,NetBanking,settled
TXN_RZP_100113,ORD_INV_200113,UTR_HDFC_800113,11923.65,238.47,42.92,0.0,0.0,0.0,0.0,11642.26,2026-03-04 21:45:00,Wallet,settled
TXN_RZP_100114,ORD_INV_200114,UTR_HDFC_800114,19046.85,380.94,68.57,0.0,0.0,0.0,0.0,18597.34,2026-03-04 22:30:00,NetBanking,settled
TXN_RZP_100115,ORD_INV_200115,UTR_HDFC_800115,22167.28,443.35,79.8,0.0,0.0,0.0,0.0,21644.13,2026-03-04 23:15:00,UPI,settled
TXN_RZP_100116,ORD_INV_200116,UTR_HDFC_800116,41065.17,821.3,147.83,0.0,0.0,0.0,0.0,40096.04,2026-03-05 00:00:00,UPI,settled
TXN_RZP_100117,ORD_INV_200117,UTR_HDFC_800117,33799.18,675.98,121.68,0.0,0.0,0.0,0.0,33001.52,2026-03-05 00:45:00,Debit Card,settled
TXN_RZP_100118,ORD_INV_200118,UTR_HDFC_800118,38829.82,776.6,139.79,0.0,0.0,0.0,0.0,37913.43,2026-03-05 01:30:00,UPI,settled
TXN_RZP_100119,ORD_INV_200119,UTR_HDFC_800119,33914.17,678.28,122.09,0.0,0.0,0.0,0.0,33113.8,2026-03-05 02:15:00,Credit Card,settled
TXN_RZP_100120,ORD_INV_200120,UTR_HDFC_800120,37597.83,751.96,135.35,0.0,0.0,0.0,0.0,36710.52,2026-03-05 03:00:00,Debit Card,settled
TXN_RZP_100121,ORD_INV_200121,UTR_HDFC_800121,18452.2,369.04,66.43,0.0,0.0,0.0,0.0,18016.73,2026-03-05 03:45:00,Debit Card,settled
TXN_RZP_100122,ORD_INV_200122,UTR_HDFC_800122,39791.75,795.84,143.25,0.0,0.0,0.0,0.0,38852.66,2026-03-05 04:30:00,NetBanking,settled
TXN_RZP_100123,ORD_INV_200123,UTR_HDFC_800123,21943.69,438.87,79.0,0.0,0.0,0.0,0.0,21425.82,2026-03-05 05:15:00,Credit Card,settled
TXN_RZP_100124,ORD_INV_200124,UTR_HDFC_800124,8218.7,164.37,29.59,0.0,0.0,0.0,0.0,8024.74,2026-03-05 06:00:00,Credit Card,settled
TXN_RZP_100125,ORD_INV_200125,UTR_HDFC_800125,36240.32,724.81,130.47,0.0,0.0,0.0,0.0,35385.04,2026-03-05 06:45:00,Wallet,settled
TXN_RZP_100126,ORD_INV_200126,UTR_HDFC_800126,18621.12,372.42,67.04,0.0,0.0,0.0,0.0,18181.66,2026-03-05 07:30:00,UPI,settled
TXN_RZP_100127,ORD_INV_200127,UTR_HDFC_800127,30534.37,610.69,109.92,0.0,0.0,0.0,0.0,29813.76,2026-03-05 08:15:00,NetBanking,settled
TXN_RZP_100128,ORD_INV_200128,UTR_HDFC_800128,31986.42,639.73,115.15,0.0,0.0,0.0,0.0,31231.54,2026-03-05 09:00:00,Wallet,settled
TXN_RZP_100129,ORD_INV_200129,UTR_HDFC_800129,8522.4,170.45,30.68,0.0,0.0,0.0,0.0,8321.27,2026-03-05 09:45:00,UPI,settled
TXN_RZP_100130,ORD_INV_200130,UTR_HDFC_800130,23606.71,472.13,84.98,0.0,0.0,0.0,0.0,23049.6,2026-03-05 10:30:00,Credit Card,settled
TXN_RZP_100131,ORD_INV_200131,UTR_HDFC_800131,14200.93,284.02,51.12,0.0,0.0,0.0,0.0,13865.79,2026-03-05 11:15:00,UPI,settled
TXN_RZP_100132,ORD_INV_200132,UTR_HDFC_800132,4041.85,80.84,14.55,0.0,0.0,0.0,0.0,3946.46,2026-03-05 12:00:00,Credit Card,settled
TXN_RZP_100133,ORD_INV_200133,UTR_HDFC_800133,22422.98,448.46,80.72,0.0,0.0,0.0,0.0,21893.8,2026-03-05 12:45:00,Credit Card,settled
TXN_RZP_100134,ORD_INV_200134,UTR_HDFC_800134,42487.39,849.75,152.96,0.0,0.0,0.0,0.0,41484.68,2026-03-05 13:30:00,NetBanking,settled
TXN_RZP_100135,ORD_INV_200135,UTR_HDFC_800135,14561.1,291.22,52.42,0.0,0.0,0.0,0.0,14217.46,2026-03-05 14:15:00,UPI,settled
TXN_RZP_100136,ORD_INV_200136,UTR_HDFC_800136,38737.88,774.76,139.46,0.0,0.0,0.0,0.0,37823.66,2026-03-05 15:00:00,UPI,settled
TXN_RZP_100137,ORD_INV_200137,UTR_HDFC_800137,36025.6,720.51,129.69,0.0,0.0,0.0,0.0,35175.4,2026-03-05 15:45:00,Wallet,settled
TXN_RZP_100138,ORD_INV_200138,UTR_HDFC_800138,3615.05,72.3,13.01,0.0,0.0,0.0,0.0,3529.74,2026-03-05 16:30:00,UPI,settled
TXN_RZP_100139,ORD_INV_200139,UTR_HDFC_800139,40989.63,819.79,147.56,0.0,0.0,0.0,0.0,40022.28,2026-03-05 17:15:00,Wallet,settled
TXN_RZP_100140,ORD_INV_200140,UTR_HDFC_800140,40305.94,806.12,145.1,0.0,0.0,0.0,0.0,39354.72,2026-03-05 18:00:00,UPI,settled
TXN_RZP_100141,ORD_INV_200141,UTR_HDFC_800141,22521.59,450.43,81.08,0.0,0.0,0.0,0.0,21990.08,2026-03-05 18:45:00,Wallet,settled
TXN_RZP_100142,ORD_INV_200142,UTR_HDFC_800142,15047.53,300.95,54.17,0.0,0.0,0.0,0.0,14692.41,2026-03-05 19:30:00,UPI,settled
TXN_RZP_100143,ORD_INV_200143,UTR_HDFC_800143,26152.65,523.05,94.15,0.0,0.0,0.0,0.0,25535.45,2026-03-05 20:15:00,Debit Card,settled
TXN_RZP_100144,ORD_INV_200144,UTR_HDFC_800144,8490.92,169.82,30.57,0.0,0.0,0.0,0.0,8290.53,2026-03-05 21:00:00,Debit Card,settled
TXN_RZP_100145,ORD_INV_200145,UTR_HDFC_800145,29915.92,598.32,107.7,0.0,0.0,0.0,0.0,29209.9,2026-03-05 21:45:00,NetBanking,settled
TXN_RZP_100146,ORD_INV_200146,UTR_HDFC_800146,36134.34,722.69,130.08,0.0,0.0,0.0,0.0,35281.57,2026-03-05 22:30:00,Credit Card,settled
TXN_RZP_100147,ORD_INV_200147,UTR_HDFC_800147,21759.97,435.2,78.34,0.0,0.0,0.0,0.0,21246.43,2026-03-05 23:15:00,Credit Card,settled
TXN_RZP_100148,ORD_INV_200148,UTR_HDFC_800148,5354.95,107.1,19.28,0.0,0.0,0.0,0.0,5228.57,2026-03-06 00:00:00,Wallet,settled
TXN_RZP_100149,ORD_INV_200149,UTR_HDFC_800149,12704.53,254.09,45.74,0.0,0.0,0.0,0.0,12404.7,2026-03-06 00:45:00,Debit Card,settled
TXN_RZP_100150,ORD_INV_200150,UTR_HDFC_800150,15608.02,312.16,56.19,0.0,0.0,0.0,0.0,15239.67,2026-03-06 01:30:00,Credit Card,settled
TXN_RZP_100151,ORD_INV_200151,UTR_HDFC_800151,42676.79,853.54,153.64,0.0,0.0,0.0,0.0,41669.61,2026-03-06 02:15:00,Debit Card,settled
TXN_RZP_100152,ORD_INV_200152,UTR_HDFC_800152,4959.8,99.2,17.86,0.0,0.0,0.0,0.0,4842.74,2026-03-06 03:00:00,Debit Card,settled
TXN_RZP_100153,ORD_INV_200153,UTR_HDFC_800153,8288.63,165.77,29.84,0.0,0.0,0.0,0.0,8093.02,2026-03-06 03:45:00,Wallet,settled
TXN_RZP_100154,ORD_INV_200154,UTR_HDFC_800154,34607.25,692.15,124.59,0.0,0.0,0.0,0.0,33790.51,2026-03-06 04:30:00,Debit Card,settled
TXN_RZP_100155,ORD_INV_200155,UTR_HDFC_800155,41664.9,833.3,149.99,0.0,0.0,0.0,0.0,40681.61,2026-03-06 05:15:00,UPI,settled
