transaction_id,order_id,utr,ground_truth_status,ground_truth_match_id,ground_truth_exception_type,ground_truth_expected_amount,ground_truth_actual_credit,ground_truth_variance,ground_truth_root_cause
TXN_RZP_100062,ORD_INV_200062,UTR_HDFC_800062,MATCHED,UTR_HDFC_800062,NONE,41028.36,41028.36,0.0,MATCHED
TXN_RZP_100063,ORD_INV_200063,UTR_HDFC_800063,EXCEPTION,UNRESOLVED,WRONG_MDR_TIER,12766.13,12534.71,231.42,International/Corporate MDR Tier Applied (3.5%)
TXN_RZP_100064,ORD_INV_200064,UTR_HDFC_800064,MATCHED,UTR_HDFC_800064,NONE,27008.6,27008.6,0.0,MATCHED
TXN_RZP_100065,ORD_INV_200065,UTR_HDFC_800065,MATCHED,UTR_HDFC_800065,NONE,40962.82,40962.82,0.0,MATCHED
TXN_RZP_100066,ORD_INV_200066,UTR_HDFC_800066,MATCHED,UTR_HDFC_800066,NONE,5374.0,5374.0,0.0,MATCHED
TXN_RZP_100067,ORD_INV_200067,UTR_HDFC_800067,MATCHED,UTR_HDFC_800067,NONE,12215.1,12215.1,0.0,MATCHED
TXN_RZP_100068,ORD_INV_200068,UTR_HDFC_800068,MATCHED,UTR_HDFC_800068,NONE,9217.82,9217.82,0.0,MATCHED
TXN_RZP_100069,ORD_INV_200069,UTR_HDFC_800069,MATCHED,UTR_HDFC_800069,NONE,11289.68,11289.68,0.0,MATCHED
TXN_RZP_100070,ORD_INV_200070,UTR_HDFC_800070,MATCHED,UTR_HDFC_800070,NONE,36498.21,36498.21,0.0,MATCHED
TXN_RZP_100071,ORD_INV_200071,UTR_HDFC_800071,EXCEPTION,UNRESOLVED,GST_MISMATCH,33959.65,33947.15,12.5,Statutory GST Rate Calculation Divergence
TXN_RZP_100072,ORD_INV_200072,UTR_HDFC_800072,MATCHED,UTR_HDFC_800072,NONE,24392.94,24392.94,0.0,MATCHED
TXN_RZP_100073,ORD_INV_200073,UTR_HDFC_800073,MATCHED,UTR_HDFC_800073,NONE,5219.03,5219.03,0.0,MATCHED
TXN_RZP_100074,ORD_INV_200074,UTR_HDFC_800074,MATCHED,UTR_HDFC_800074,NONE,36726.97,36726.97,0.0,MATCHED
TXN_RZP_100075,ORD_INV_200075,UTR_HDFC_800075,MATCHED,UTR_HDFC_800075,NONE,19078.84,19078.84,0.0,MATCHED
TXN_RZP_100076,ORD_INV_200076,UTR_HDFC_800076,MATCHED,UTR_HDFC_800076,NONE,39533.97,39533.97,0.0,MATCHED
TXN_RZP_100077,ORD_INV_200077,UTR_HDFC_800077,MATCHED,UTR_HDFC_800077,NONE,30077.29,30077.29,0.0,MATCHED
TXN_RZP_100078,ORD_INV_200078,UTR_HDFC_800078,MATCHED,UTR_HDFC_800078,NONE,42797.38,42797.38,0.0,MATCHED
TXN_RZP_100079,ORD_INV_200079,UTR_HDFC_800079,EXCEPTION,UNRESOLVED,BANK_FEE,42900.67,42850.67,50.0,Direct Inter-bank Transfer Fee Deducted
TXN_RZP_100080,ORD_INV_200080,UTR_HDFC_800080,MATCHED,UTR_HDFC_800080,NONE,8161.19,8161.19,0.0,MATCHED
TXN_RZP_100081,ORD_INV_200081,UTR_HDFC_800081,MATCHED,UTR_HDFC_800081,NONE,11973.46,11973.46,0.0,MATCHED
TXN_RZP_100082,ORD_INV_200082,UTR_HDFC_800082,MATCHED,UTR_HDFC_800082,NONE,37773.2,37773.2,0.0,MATCHED
TXN_RZP_100083,ORD_INV_200083,UTR_HDFC_800083,MATCHED,UTR_HDFC_800083,NONE,15585.53,15585.53,0.0,MATCHED
TXN_RZP_100084,ORD_INV_200084,UTR_HDFC_800084,MATCHED,UTR_HDFC_800084,NONE,29116.72,29116.72,0.0,MATCHED
TXN_RZP_100085,ORD_INV_200085,UTR_HDFC_800085,MATCHED,UTR_HDFC_800085,NONE,38024.29,38024.29,0.0,MATCHED
TXN_RZP_100086,ORD_INV_200086,UTR_HDFC_800086,MATCHED,UTR_HDFC_800086,NONE,29966.18,29966.18,0.0,MATCHED
TXN_RZP_100087,ORD_INV_200087,UTR_HDFC_800087,MATCHED,UTR_HDFC_800087,NONE,5370.21,5370.21,0.0,MATCHED
TXN_RZP_100088,ORD_INV_200088,UTR_HDFC_800088,MATCHED,UTR_HDFC_800088,NONE,2009.61,2009.61,0.0,MATCHED
TXN_RZP_100089,ORD_INV_200089,UTR_HDFC_800089,MATCHED,UTR_HDFC_800089,NONE,32103.58,32103.58,0.0,MATCHED
TXN_RZP_100090,ORD_INV_200090,UTR_HDFC_800090,MATCHED,UTR_HDFC_800090,NONE,17134.82,17134.82,0.0,MATCHED
TXN_RZP_100091,ORD_INV_200091,UTR_HDFC_800091,MATCHED,UTR_HDFC_800091,NONE,2276.82,2276.82,0.0,MATCHED
TXN_RZP_100092,ORD_INV_200092,UTR_HDFC_800092,MATCHED,UTR_HDFC_800092,NONE,16220.43,16220.43,0.0,MATCHED
TXN_RZP_100093,ORD_INV_200093,UTR_HDFC_800093,MATCHED,UTR_HDFC_800093,NONE,29262.95,29262.95,0.0,MATCHED
TXN_RZP_100094,ORD_INV_200094,UTR_HDFC_800094,MATCHED,UTR_HDFC_800094,NONE,29415.77,29415.77,0.0,MATCHED
TXN_RZP_100095,ORD_INV_200095,UTR_HDFC_800095,MATCHED,UTR_HDFC_800095,NONE,24512.05,24512.05,0.0,MATCHED
TXN_RZP_100096,ORD_INV_200096,UTR_HDFC_800096,MATCHED,UTR_HDFC_800096,NONE,29870.27,29870.27,0.0,MATCHED
TXN_RZP_100097,ORD_INV_200097,UTR_HDFC_800097,MATCHED,UTR_HDFC_800097,NONE,18045.1,18045.1,0.0,MATCHED
TXN_RZP_100098,ORD_INV_200098,UTR_HDFC_800098,MATCHED,UTR_HDFC_800098,NONE,9504.93,9504.93,0.0,MATCHED
TXN_RZP_100099,ORD_INV_200099,UTR_HDFC_800099,MATCHED,UTR_HDFC_800099,NONE,20613.49,20613.49,0.0,MATCHED
TXN_RZP_100100,ORD_INV_200100,UTR_HDFC_800100,MATCHED,UTR_HDFC_800100,NONE,34945.63,34945.63,0.0,MATCHED
TXN_RZP_100101,ORD_INV_200101,UTR_HDFC_800101,EXCEPTION,UNRESOLVED,SPLIT_SETTLEMENT,22813.52,11406.76,11406.76,Split Gateway Payout across Settlement Cycles
TXN_RZP_100102,ORD_INV_200102,UTR_HDFC_800102,MATCHED,UTR_HDFC_800102,NONE,36021.95,36021.95,0.0,MATCHED
TXN_RZP_100103,ORD_INV_200103,UTR_HDFC_800103,MATCHED,UTR_HDFC_800103,NONE,35504.86,35504.86,0.0,MATCHED
TXN_RZP_100104,ORD_INV_200104,UTR_HDFC_800104,MATCHED,UTR_HDFC_800104,NONE,11015.96,11015.96,0.0,MATCHED
TXN_RZP_100105,ORD_INV_200105,UTR_HDFC_800105,MATCHED,UTR_HDFC_800105,NONE,20196.18,20196.18,0.0,MATCHED
TXN_RZP_100106,ORD_INV_200106,UTR_HDFC_800106,MATCHED,UTR_HDFC_800106,NONE,21894.73,21894.73,0.0,MATCHED
TXN_RZP_100107,ORD_INV_200107,UTR_HDFC_800107,MATCHED,UTR_HDFC_800107,NONE,39258.36,39258.36,0.0,MATCHED
TXN_RZP_100108,ORD_INV_200108,UTR_HDFC_800108,MATCHED,UTR_HDFC_800108,NONE,8009.74,8009.74,0.0,MATCHED
TXN_RZP_100109,ORD_INV_200109,UTR_HDFC_800109,MATCHED,UTR_HDFC_800109,NONE,24642.55,24642.55,0.0,MATCHED
TXN_RZP_100110,ORD_INV_200110,UTR_HDFC_800110,EXCEPTION,UNRESOLVED,GST_ROUNDING_ERROR,35280.5,35281.25,-0.75,Sub-rupee Decimal Rounding Difference
TXN_RZP_100111,ORD_INV_200111,UTR_HDFC_800111,EXCEPTION,UNRESOLVED,MISSING_INVOICE,41759.91,41759.91,0.0,Merchant ERP Order Incomplete or Unrecorded
TXN_RZP_100112,ORD_INV_200112,UTR_HDFC_800112,MATCHED,UTR_HDFC_800112,NONE,36551.44,36551.44,0.0,Alternative Bank Narration Formatting
TXN_RZP_100113,ORD_INV_200113,UTR_HDFC_800113,MATCHED,UTR_HDFC_800113,NONE,32762.35,32762.35,0.0,MATCHED
TXN_RZP_100114,ORD_INV_200114,UTR_HDFC_800114,MATCHED,UTR_HDFC_800114,NONE,33116.39,33116.39,0.0,Merchant Alias Name Mapping
TXN_RZP_100115,ORD_INV_200115,UTR_HDFC_800115,MATCHED,UTR_HDFC_800115,NONE,27665.63,27665.63,0.0,MATCHED
TXN_RZP_100116,ORD_INV_200116,UTR_HDFC_800116,MATCHED,UTR_HDFC_800116,NONE,31449.62,31449.62,0.0,MATCHED
TXN_RZP_100117,ORD_INV_200117,UTR_HDFC_800117,MATCHED,UTR_HDFC_800117,NONE,14279.88,14279.88,0.0,MATCHED
TXN_RZP_100118,ORD_INV_200118,UTR_HDFC_800118,MATCHED,UTR_HDFC_800118,NONE,6917.4,6917.4,0.0,MATCHED
TXN_RZP_100119,ORD_INV_200119,UTR_HDFC_800119,MATCHED,UTR_HDFC_800119,NONE,3141.88,3141.88,0.0,Truncated Reference Formatting in Narration
TXN_RZP_100120,ORD_INV_200120,UTR_HDFC_800120,MATCHED,UTR_HDFC_800120,NONE,18467.94,18467.94,0.0,MATCHED
TXN_RZP_100121,ORD_INV_200121,UTR_HDFC_800121,MATCHED,UTR_HDFC_800121,NONE,39789.32,39789.32,0.0,MATCHED
TXN_RZP_100122,ORD_INV_200122,UTR_HDFC_800122,MATCHED,UTR_HDFC_800122,NONE,21136.28,21136.28,0.0,MATCHED
TXN_RZP_100123,ORD_INV_200123,UTR_HDFC_800123,MATCHED,UTR_HDFC_800123,NONE,37548.88,37548.88,0.0,MATCHED
TXN_RZP_100124,ORD_INV_200124,UTR_HDFC_800124,MATCHED,UTR_HDFC_800124,NONE,21626.72,21626.72,0.0,MATCHED
TXN_RZP_100125,ORD_INV_200125,UTR_HDFC_800125,EXCEPTION,UNRESOLVED,AMOUNT_MISMATCH,1607.11,1257.11,350.0,Settlement Bank Transfer Amount Variance
TXN_RZP_100126,ORD_INV_200126,UTR_HDFC_800126,MATCHED,UTR_HDFC_800126,NONE,36984.65,36984.65,0.0,MATCHED
TXN_RZP_100127,ORD_INV_200127,UTR_HDFC_800127,MATCHED,UTR_HDFC_800127,NONE,39880.44,39880.44,0.0,MATCHED
TXN_RZP_100128,ORD_INV_200128,UTR_HDFC_800128,MATCHED,UTR_HDFC_800128,NONE,4001.53,4001.53,0.0,MATCHED
TXN_RZP_100129,ORD_INV_200129,UTR_HDFC_800129,MATCHED,UTR_HDFC_800129,NONE,8264.45,8264.45,0.0,MATCHED
TXN_RZP_100130,ORD_INV_200130,UTR_HDFC_800130,MATCHED,UTR_HDFC_800130,NONE,9569.34,9569.34,0.0,MATCHED
TXN_RZP_100131,ORD_INV_200131,UTR_HDFC_800131,MATCHED,UTR_HDFC_800131,NONE,12472.69,12472.69,0.0,MATCHED
TXN_RZP_100132,ORD_INV_200132,UTR_HDFC_800132,MATCHED,UTR_HDFC_800132,NONE,20845.36,20845.36,0.0,MATCHED
TXN_RZP_100133,ORD_INV_200133,UTR_HDFC_800133,MATCHED,UTR_HDFC_800133,NONE,10116.99,10116.99,0.0,MATCHED
TXN_RZP_100134,ORD_INV_200134,UTR_HDFC_800134,MATCHED,UTR_HDFC_800134,NONE,41741.26,41741.26,0.0,MATCHED
TXN_RZP_100135,ORD_INV_200135,UTR_HDFC_800135,MATCHED,UTR_HDFC_800135,NONE,10741.41,10741.41,0.0,MATCHED
TXN_RZP_100136,ORD_INV_200136,UTR_HDFC_800136,MATCHED,UTR_HDFC_800136,NONE,20615.48,20615.48,0.0,MATCHED
TXN_RZP_100137,ORD_INV_200137,UTR_HDFC_800137,MATCHED,UTR_HDFC_800137,NONE,26756.4,26756.4,0.0,MATCHED
TXN_RZP_100138,ORD_INV_200138,UTR_HDFC_800138,MATCHED,UTR_HDFC_800138,NONE,5054.44,5054.44,0.0,MATCHED
TXN_RZP_100139,ORD_INV_200139,UTR_HDFC_800139,MATCHED,UTR_HDFC_800139,NONE,17634.39,17634.39,0.0,MATCHED
TXN_RZP_100140,ORD_INV_200140,UTR_HDFC_800140,EXCEPTION,UNRESOLVED,MISSING_BANK_CREDIT,4784.25,0.0,4784.25,Bank Statement Record Omitted from Ingestion
TXN_RZP_100141,ORD_INV_200141,UTR_HDFC_800141,MATCHED,UTR_HDFC_800141,NONE,35054.27,35054.27,0.0,MATCHED
TXN_RZP_100142,ORD_INV_200142,UTR_HDFC_800142,MATCHED,UTR_HDFC_800142,NONE,23567.45,23567.45,0.0,Multi-item Settlement Batch Mapping
TXN_RZP_100143,ORD_INV_200143,UTR_HDFC_800143,MATCHED,UTR_HDFC_800143,NONE,893.33,893.33,0.0,MATCHED
TXN_RZP_100144,ORD_INV_200144,UTR_HDFC_800144,MATCHED,UTR_HDFC_800144,NONE,19241.73,19241.73,0.0,MATCHED
TXN_RZP_100145,ORD_INV_200145,UTR_HDFC_800145,MATCHED,UTR_HDFC_800145,NONE,19327.35,19327.35,0.0,MATCHED
TXN_RZP_100146,ORD_INV_200146,UTR_HDFC_800146,MATCHED,UTR_HDFC_800146,NONE,20608.5,20608.5,0.0,MATCHED
TXN_RZP_100147,ORD_INV_200147,UTR_HDFC_800147,MATCHED,UTR_HDFC_800147,NONE,37473.25,37473.25,0.0,MATCHED
TXN_RZP_100148,ORD_INV_200148,UTR_HDFC_800148,MATCHED,UTR_HDFC_800148,NONE,10973.27,10973.27,0.0,MATCHED
TXN_RZP_100149,ORD_INV_200149,UTR_HDFC_800149,MATCHED,UTR_HDFC_800149,NONE,15007.38,15007.38,0.0,MATCHED
TXN_RZP_100150,ORD_INV_200150,UTR_HDFC_800150,MATCHED,UTR_HDFC_800150,NONE,21597.09,21597.09,0.0,MATCHED
TXN_RZP_100151,ORD_INV_200151,UTR_HDFC_800151,MATCHED,UTR_HDFC_800151,NONE,12533.8,12533.8,0.0,MATCHED
TXN_RZP_100152,ORD_INV_200152,UTR_HDFC_800152,MATCHED,UTR_HDFC_800152,NONE,22864.76,22864.76,0.0,MATCHED
TXN_RZP_100153,ORD_INV_200153,UTR_HDFC_800153,MATCHED,UTR_HDFC_800153,NONE,31734.29,31734.29,0.0,MATCHED
TXN_RZP_100154,ORD_INV_200154,UTR_HDFC_800154,MATCHED,UTR_HDFC_800154,NONE,30449.73,30449.73,0.0,MATCHED
TXN_RZP_100155,ORD_INV_200155,UTR_HDFC_800155,MATCHED,UTR_HDFC_800155,NONE,4398.51,4398.51,0.0,MATCHED
TXN_RZP_100156,ORD_INV_200156,UTR_HDFC_800156,MATCHED,UTR_HDFC_800156,NONE,13691.18,13691.18,0.0,MATCHED
TXN_RZP_100157,ORD_INV_200157,UTR_HDFC_800157,MATCHED,UTR_HDFC_800157,NONE,24471.09,24471.09,0.0,MATCHED
TXN_RZP_100158,ORD_INV_200158,UTR_HDFC_800158,MATCHED,UTR_HDFC_800158,NONE,15679.36,15679.36,0.0,MATCHED
TXN_RZP_100159,ORD_INV_200159,UTR_HDFC_800159,MATCHED,UTR_HDFC_800159,NONE,11302.0,11302.0,0.0,MATCHED
TXN_RZP_100160,ORD_INV_200160,UTR_HDFC_800160,MATCHED,UTR_HDFC_800160,NONE,5553.88,5553.88,0.0,MATCHED
TXN_RZP_100161,ORD_INV_200161,UTR_HDFC_800161,MATCHED,UTR_HDFC_800161,NONE,9775.3,9775.3,0.0,MATCHED
TXN_RZP_100162,ORD_INV_200162,UTR_HDFC_800162,MATCHED,UTR_HDFC_800162,NONE,43088.33,43088.33,0.0,MATCHED
TXN_RZP_100163,ORD_INV_200163,UTR_HDFC_800163,MATCHED,UTR_HDFC_800163,NONE,16074.8,16074.8,0.0,MATCHED
TXN_RZP_100164,ORD_INV_200164,UTR_HDFC_800164,MATCHED,UTR_HDFC_800164,NONE,12300.69,12300.69,0.0,MATCHED
TXN_RZP_100165,ORD_INV_200165,UTR_HDFC_800165,MATCHED,UTR_HDFC_800165,NONE,30746.54,30746.54,0.0,MATCHED
TXN_RZP_100166,ORD_INV_200166,UTR_HDFC_800166,MATCHED,UTR_HDFC_800166,NONE,38389.06,38389.06,0.0,MATCHED
TXN_RZP_100167,ORD_INV_200167,UTR_HDFC_800167,MATCHED,UTR_HDFC_800167,NONE,21211.89,21211.89,0.0,MATCHED
TXN_RZP_100168,ORD_INV_200168,UTR_HDFC_800168,MATCHED,UTR_HDFC_800168,NONE,11348.86,11348.86,0.0,MATCHED
TXN_RZP_100169,ORD_INV_200169,UTR_HDFC_800169,MATCHED,UTR_HDFC_800169,NONE,17811.09,17811.09,0.0,MATCHED
TXN_RZP_100170,ORD_INV_200170,UTR_HDFC_800170,MATCHED,UTR_HDFC_800170,NONE,6956.47,6956.47,0.0,MATCHED
TXN_RZP_100171,ORD_INV_200171,UTR_HDFC_800171,MATCHED,UTR_HDFC_800171,NONE,43672.85,43672.85,0.0,MATCHED
TXN_RZP_100172,ORD_INV_200172,UTR_HDFC_800172,MATCHED,UTR_HDFC_800172,NONE,4882.0,4882.0,0.0,Identical Amount Disambiguation
TXN_RZP_100173,ORD_INV_200173,UTR_HDFC_800173,MATCHED,UTR_HDFC_800173,NONE,19982.48,19982.48,0.0,MATCHED
TXN_RZP_100174,ORD_INV_200174,UNKNOWN,EXCEPTION,UNRESOLVED,UNKNOWN,13655.18,13535.18,120.0,Ambiguous Entry Requiring Manual Human Review
TXN_RZP_100175,ORD_INV_200175,UTR_HDFC_800175,MATCHED,UTR_HDFC_800175,NONE,41653.12,41653.12,0.0,MATCHED
TXN_RZP_100176,ORD_INV_200176,UTR_HDFC_800176,MATCHED,UTR_HDFC_800176,NONE,29133.94,29133.94,0.0,MATCHED
TXN_RZP_100177,ORD_INV_200177,UTR_HDFC_800177,MATCHED,UTR_HDFC_800177,NONE,24406.53,24406.53,0.0,MATCHED
