transaction_id,order_id,utr,gross_amount,mdr_amount,gst_on_mdr,tds_amount,refund_amount,chargeback_amount,other_deductions,expected_settlement,settlement_date,payment_method,status
TXN_RZP_100031,ORD_INV_200031,UTR_HDFC_800031,5752.84,115.06,20.71,0.0,0.0,0.0,0.0,5617.07,2026-03-02 08:15:00,NetBanking,settled
TXN_RZP_100032,ORD_INV_200032,UTR_HDFC_800032,1289.18,25.78,4.64,0.0,0.0,0.0,0.0,1258.76,2026-03-02 09:00:00,UPI,settled
TXN_RZP_100033,ORD_INV_200033,UTR_HDFC_800033,671.07,13.42,2.42,0.0,0.0,0.0,0.0,655.23,2026-03-02 09:45:00,Credit Card,settled
TXN_RZP_100034,ORD_INV_200034,UTR_HDFC_800034,40777.0,815.54,146.8,0.0,0.0,0.0,0.0,39814.66,2026-03-02 10:30:00,Credit Card,settled
TXN_RZP_100035,ORD_INV_200035,UTR_HDFC_800035,12784.01,255.68,46.02,0.0,0.0,0.0,0.0,12482.31,2026-03-02 11:15:00,UPI,settled
TXN_RZP_100036,ORD_INV_200036,UTR_HDFC_800036,32647.69,652.95,117.53,0.0,0.0,0.0,0.0,31877.21,2026-03-02 12:00:00,Credit Card,settled
TXN_RZP_100037,ORD_INV_200037,UTR_HDFC_800037,11199.83,224.0,40.32,0.0,0.0,0.0,0.0,10935.51,2026-03-02 12:45:00,Wallet,settled
TXN_RZP_100038,ORD_INV_200038,UTR_HDFC_800038,4561.65,91.23,16.42,0.0,0.0,0.0,0.0,4454.0,2026-03-02 13:30:00,NetBanking,settled
TXN_RZP_100039,ORD_INV_200039,UTR_HDFC_800039,18705.72,374.11,67.34,0.0,0.0,0.0,0.0,18264.27,2026-03-02 14:15:00,Debit Card,settled
TXN_RZP_100040,ORD_INV_200040,UTR_HDFC_800040,18327.04,366.54,65.98,0.0,0.0,0.0,0.0,17894.52,2026-03-02 15:00:00,UPI,settled
TXN_RZP_100041,ORD_INV_200041,UTR_HDFC_800041,8904.5,178.09,32.06,0.0,0.0,0.0,0.0,8694.35,2026-03-02 15:45:00,UPI,settled
TXN_RZP_100042,ORD_INV_200042,UTR_HDFC_800042,19187.02,383.74,69.07,0.0,0.0,0.0,0.0,18734.21,2026-03-02 16:30:00,NetBanking,settled
TXN_RZP_100043,ORD_INV_200043,UTR_HDFC_800043,39395.8,787.92,141.83,0.0,0.0,0.0,0.0,38466.05,2026-03-02 17:15:00,NetBanking,settled
TXN_RZP_100044,ORD_INV_200043,UTR_HDFC_800044,2608.77,52.18,9.39,0.0,0.0,0.0,0.0,2547.2,2026-03-02 18:00:00,NetBanking,settled
TXN_RZP_100045,ORD_INV_200045,UTR_HDFC_800045,41712.29,834.25,150.17,0.0,0.0,0.0,0.0,40727.87,2026-03-02 18:45:00,UPI,settled
TXN_RZP_100046,ORD_INV_200046,UTR_HDFC_800046,22033.88,440.68,79.32,0.0,0.0,0.0,0.0,21513.88,2026-03-02 19:30:00,Credit Card,settled
TXN_RZP_100047,ORD_INV_200047,UTR_HDFC_800047,7701.05,154.02,27.72,0.0,2310.32,0.0,0.0,7519.31,2026-03-02 20:15:00,NetBanking,settled
TXN_RZP_100048,ORD_INV_200048,UTR_HDFC_800048,41719.03,834.38,150.19,0.0,0.0,0.0,0.0,40734.46,2026-03-02 21:00:00,NetBanking,settled
TXN_RZP_100049,ORD_INV_200049,UTR_HDFC_800049,31452.81,629.06,113.23,0.0,31452.81,0.0,0.0,30710.52,2026-03-02 21:45:00,Debit Card,pending
TXN_RZP_100050,ORD_INV_200050,UTR_HDFC_800050,8828.94,176.58,31.78,0.0,0.0,0.0,0.0,8620.58,2026-03-02 22:30:00,NetBanking,settled
TXN_RZP_100051,ORD_INV_200051,UTR_HDFC_800051,33747.11,674.94,121.49,0.0,0.0,0.0,0.0,32950.68,2026-03-02 23:15:00,UPI,settled
TXN_RZP_100052,ORD_INV_200052,UTR_HDFC_800052,22802.27,456.05,82.09,0.0,0.0,400.0,0.0,22264.13,2026-03-03 00:00:00,UPI,settled
TXN_RZP_100053,ORD_INV_200053,UTR_HDFC_800053,43248.78,864.98,155.7,0.0,0.0,0.0,0.0,42228.1,2026-03-03 00:45:00,Credit Card,settled
TXN_RZP_100054,ORD_INV_200054,UTR_HDFC_800054,26918.32,538.37,96.91,0.0,0.0,0.0,0.0,26283.04,2026-03-03 01:30:00,Credit Card,settled
TXN_RZP_100055,ORD_INV_200055,UTR_HDFC_800055,42392.27,847.85,152.61,0.0,0.0,0.0,0.0,41391.81,2026-03-03 02:15:00,NetBanking,settled
TXN_RZP_100056,ORD_INV_200056,UTR_HDFC_800056,28005.38,560.11,100.82,0.0,0.0,0.0,0.0,27344.45,2026-03-03 03:00:00,Credit Card,settled
TXN_RZP_100057,ORD_INV_200057,UNKNOWN,42084.63,841.69,151.5,0.0,0.0,0.0,0.0,41091.44,2026-03-03 03:45:00,Wallet,pending
TXN_RZP_100058,ORD_INV_200058,UTR_HDFC_800058,12209.69,244.19,43.95,0.0,0.0,0.0,0.0,11921.55,2026-03-03 04:30:00,Debit Card,settled
TXN_RZP_100059,ORD_INV_200059,UTR_HDFC_800059,14467.31,289.35,52.08,0.0,0.0,0.0,0.0,14125.88,2026-03-03 05:15:00,Debit Card,settled
TXN_RZP_100060,ORD_INV_200060,UTR_HDFC_800060,28084.76,561.7,101.11,0.0,0.0,0.0,0.0,27421.95,2026-03-03 06:00:00,UPI,settled
TXN_RZP_100061,ORD_INV_200061,UTR_HDFC_800061,24355.38,487.11,87.68,0.0,0.0,0.0,0.0,23780.59,2026-03-03 06:45:00,UPI,settled
TXN_RZP_100062,ORD_INV_200062,UTR_HDFC_800062,42020.03,840.4,151.27,0.0,0.0,0.0,0.0,41028.36,2026-03-03 07:30:00,Debit Card,settled
TXN_RZP_100063,ORD_INV_200063,UTR_HDFC_800063,13074.69,261.49,47.07,0.0,0.0,0.0,0.0,12766.13,2026-03-03 08:15:00,Credit Card,settled
TXN_RZP_100064,ORD_INV_200064,UTR_HDFC_800064,27661.41,553.23,99.58,0.0,0.0,0.0,0.0,27008.6,2026-03-03 09:00:00,Wallet,settled
TXN_RZP_100065,ORD_INV_200065,UTR_HDFC_800065,41952.91,839.06,151.03,0.0,0.0,0.0,0.0,40962.82,2026-03-03 09:45:00,UPI,settled
TXN_RZP_100066,ORD_INV_200066,UTR_HDFC_800066,5503.89,110.08,19.81,0.0,0.0,0.0,0.0,5374.0,2026-03-03 10:30:00,Credit Card,settled
TXN_RZP_100067,ORD_INV_200067,UTR_HDFC_800067,12510.35,250.21,45.04,0.0,0.0,0.0,0.0,12215.1,2026-03-03 11:15:00,Wallet,settled
TXN_RZP_100068,ORD_INV_200068,UTR_HDFC_800068,9440.62,188.81,33.99,0.0,0.0,0.0,0.0,9217.82,2026-03-03 12:00:00,Credit Card,settled
TXN_RZP_100069,ORD_INV_200069,UTR_HDFC_800069,11562.56,231.25,41.63,0.0,0.0,0.0,0.0,11289.68,2026-03-03 12:45:00,Wallet,settled
TXN_RZP_100070,ORD_INV_200070,UTR_HDFC_800070,37380.39,747.61,134.57,0.0,0.0,0.0,0.0,36498.21,2026-03-03 13:30:00,UPI,settled
TXN_RZP_100071,ORD_INV_200071,UTR_HDFC_800071,34780.47,695.61,125.21,0.0,0.0,0.0,0.0,33959.65,2026-03-03 14:15:00,UPI,settled
TXN_RZP_100072,ORD_INV_200072,UTR_HDFC_800072,24982.53,499.65,89.94,0.0,0.0,0.0,0.0,24392.94,2026-03-03 15:00:00,Credit Card,settled
TXN_RZP_100073,ORD_INV_200073,UTR_HDFC_800073,5345.17,106.9,19.24,0.0,0.0,0.0,0.0,5219.03,2026-03-03 15:45:00,Wallet,settled
TXN_RZP_100074,ORD_INV_200074,UTR_HDFC_800074,37614.67,752.29,135.41,0.0,0.0,0.0,0.0,36726.97,2026-03-03 16:30:00,Wallet,settled
TXN_RZP_100075,ORD_INV_200075,UTR_HDFC_800075,19539.98,390.8,70.34,0.0,0.0,0.0,0.0,19078.84,2026-03-03 17:15:00,Wallet,settled
TXN_RZP_100076,ORD_INV_200076,UTR_HDFC_800076,40489.52,809.79,145.76,0.0,0.0,0.0,0.0,39533.97,2026-03-03 18:00:00,Debit Card,settled
TXN_RZP_100077,ORD_INV_200077,UTR_HDFC_800077,30804.28,616.09,110.9,0.0,0.0,0.0,0.0,30077.29,2026-03-03 18:45:00,Debit Card,settled
TXN_RZP_100078,ORD_INV_200078,UTR_HDFC_800078,43831.82,876.64,157.8,0.0,0.0,0.0,0.0,42797.38,2026-03-03 19:30:00,Debit Card,settled
TXN_RZP_100079,ORD_INV_200079,UTR_HDFC_800079,43937.6,878.75,158.18,0.0,0.0,0.0,50.0,42900.67,2026-03-03 20:15:00,Credit Card,settled
TXN_RZP_100080,ORD_INV_200080,UTR_HDFC_800080,8358.45,167.17,30.09,0.0,0.0,0.0,0.0,8161.19,2026-03-03 21:00:00,NetBanking,settled
TXN_RZP_100081,ORD_INV_200081,UTR_HDFC_800081,12262.87,245.26,44.15,0.0,0.0,0.0,0.0,11973.46,2026-03-03 21:45:00,NetBanking,settled
TXN_RZP_100082,ORD_INV_200082,UTR_HDFC_800082,38686.19,773.72,139.27,0.0,0.0,0.0,0.0,37773.2,2026-03-03 22:30:00,NetBanking,settled
TXN_RZP_100083,ORD_INV_200083,UTR_HDFC_800083,15962.25,319.25,57.47,0.0,0.0,0.0,0.0,15585.53,2026-03-03 23:15:00,Credit Card,settled
TXN_RZP_100084,ORD_INV_200084,UTR_HDFC_800084,29820.48,596.41,107.35,0.0,0.0,0.0,0.0,29116.72,2026-03-04 00:00:00,Credit Card,settled
TXN_RZP_100085,ORD_INV_200085,UTR_HDFC_800085,38943.36,778.87,140.2,0.0,0.0,0.0,0.0,38024.29,2026-03-04 00:45:00,Debit Card,settled
TXN_RZP_100086,ORD_INV_200086,UTR_HDFC_800086,30690.48,613.81,110.49,0.0,0.0,0.0,0.0,29966.18,2026-03-04 01:30:00,Debit Card,settled
TXN_RZP_100087,ORD_INV_200087,UTR_HDFC_800087,5500.01,110.0,19.8,0.0,0.0,0.0,0.0,5370.21,2026-03-04 02:15:00,Debit Card,settled
TXN_RZP_100088,ORD_INV_200088,UTR_HDFC_800088,2058.18,41.16,7.41,0.0,0.0,0.0,0.0,2009.61,2026-03-04 03:00:00,Credit Card,settled
TXN_RZP_100089,ORD_INV_200089,UTR_HDFC_800089,32879.54,657.59,118.37,0.0,0.0,0.0,0.0,32103.58,2026-03-04 03:45:00,NetBanking,settled
TXN_RZP_100090,ORD_INV_200090,UTR_HDFC_800090,17548.98,350.98,63.18,0.0,0.0,0.0,0.0,17134.82,2026-03-04 04:30:00,NetBanking,settled
TXN_RZP_100091,ORD_INV_200091,UTR_HDFC_800091,2331.86,46.64,8.4,0.0,0.0,0.0,0.0,2276.82,2026-03-04 05:15:00,Credit Card,settled
TXN_RZP_100092,ORD_INV_200092,UTR_HDFC_800092,16612.49,332.25,59.81,0.0,0.0,0.0,0.0,16220.43,2026-03-04 06:00:00,UPI,settled
TXN_RZP_100093,ORD_INV_200093,UTR_HDFC_800093,29970.25,599.41,107.89,0.0,0.0,0.0,0.0,29262.95,2026-03-04 06:45:00,Debit Card,settled
TXN_RZP_100094,ORD_INV_200094,UTR_HDFC_800094,30126.77,602.54,108.46,0.0,0.0,0.0,0.0,29415.77,2026-03-04 07:30:00,Debit Card,settled
TXN_RZP_100095,ORD_INV_200095,UTR_HDFC_800095,25104.52,502.09,90.38,0.0,0.0,0.0,0.0,24512.05,2026-03-04 08:15:00,NetBanking,settled
TXN_RZP_100096,ORD_INV_200096,UTR_HDFC_800096,30592.25,611.85,110.13,0.0,0.0,0.0,0.0,29870.27,2026-03-04 09:00:00,NetBanking,settled
TXN_RZP_100097,ORD_INV_200097,UTR_HDFC_800097,18481.26,369.63,66.53,0.0,0.0,0.0,0.0,18045.1,2026-03-04 09:45:00,Wallet,settled
TXN_RZP_100098,ORD_INV_200098,UTR_HDFC_800098,9734.66,194.69,35.04,0.0,0.0,0.0,0.0,9504.93,2026-03-04 10:30:00,Debit Card,settled
TXN_RZP_100099,ORD_INV_200099,UTR_HDFC_800099,21111.72,422.23,76.0,0.0,0.0,0.0,0.0,20613.49,2026-03-04 11:15:00,Wallet,settled
TXN_RZP_100100,ORD_INV_200100,UTR_HDFC_800100,35790.29,715.81,128.85,0.0,0.0,0.0,0.0,34945.63,2026-03-04 12:00:00,Credit Card,settled
TXN_RZP_100101,ORD_INV_200101,UTR_HDFC_800101,23364.93,467.3,84.11,0.0,0.0,0.0,0.0,22813.52,2026-03-04 12:45:00,UPI,settled
TXN_RZP_100102,ORD_INV_200102,UTR_HDFC_800102,36892.61,737.85,132.81,0.0,0.0,0.0,0.0,36021.95,2026-03-04 13:30:00,Debit Card,settled
TXN_RZP_100103,ORD_INV_200103,UTR_HDFC_800103,36363.03,727.26,130.91,0.0,0.0,0.0,0.0,35504.86,2026-03-04 14:15:00,Debit Card,settled
TXN_RZP_100104,ORD_INV_200104,UTR_HDFC_800104,11282.22,225.64,40.62,0.0,0.0,0.0,0.0,11015.96,2026-03-04 15:00:00,UPI,settled
TXN_RZP_100105,ORD_INV_200105,UTR_HDFC_800105,20684.33,413.69,74.46,0.0,0.0,0.0,0.0,20196.18,2026-03-04 15:45:00,Wallet,settled
TXN_RZP_100106,ORD_INV_200106,UTR_HDFC_800106,22423.94,448.48,80.73,0.0,0.0,0.0,0.0,21894.73,2026-03-04 16:30:00,Credit Card,settled
TXN_RZP_100107,ORD_INV_200107,UTR_HDFC_800107,40207.26,804.15,144.75,0.0,0.0,0.0,0.0,39258.36,2026-03-04 17:15:00,Credit Card,settled
TXN_RZP_100108,ORD_INV_200108,UTR_HDFC_800108,8203.34,164.07,29.53,0.0,0.0,0.0,0.0,8009.74,2026-03-04 18:00:00,NetBanking,settled
TXN_RZP_100109,ORD_INV_200109,UTR_HDFC_800109,25238.17,504.76,90.86,0.0,0.0,0.0,0.0,24642.55,2026-03-04 18:45:00,NetBanking,settled
TXN_RZP_100110,ORD_INV_200110,UTR_HDFC_800110,36133.25,722.67,130.08,0.0,0.0,0.0,0.0,35280.5,2026-03-04 19:30:00,NetBanking,settled
TXN_RZP_100111,ORD_INV_200111,UTR_HDFC_800111,42769.27,855.39,153.97,0.0,0.0,0.0,0.0,41759.91,2026-03-04 20:15:00,Wallet,settled
TXN_RZP_100112,ORD_INV_200112,UTR_HDFC_800112,37434.91,748.7,134.77,0.0,0.0,0.0,0.0,36551.44,2026-03-04 21:00:00,Wallet,settled
TXN_RZP_100113,ORD_INV_200113,UTR_HDFC_800113,33554.22,671.08,120.79,0.0,0.0,0.0,0.0,32762.35,2026-03-04 21:45:00,NetBanking,settled
TXN_RZP_100114,ORD_INV_200114,UTR_HDFC_800114,33916.83,678.34,122.1,0.0,0.0,0.0,0.0,33116.39,2026-03-04 22:30:00,NetBanking,settled
TXN_RZP_100115,ORD_INV_200115,UTR_HDFC_800115,28334.32,566.69,102.0,0.0,0.0,0.0,0.0,27665.63,2026-03-04 23:15:00,Wallet,settled
TXN_RZP_100116,ORD_INV_200116,UTR_HDFC_800116,32209.78,644.2,115.96,0.0,0.0,0.0,0.0,31449.62,2026-03-05 00:00:00,NetBanking,settled
TXN_RZP_100117,ORD_INV_200117,UTR_HDFC_800117,14625.03,292.5,52.65,0.0,0.0,0.0,0.0,14279.88,2026-03-05 00:45:00,Debit Card,settled
TXN_RZP_100118,ORD_INV_200118,UTR_HDFC_800118,7084.59,141.69,25.5,0.0,0.0,0.0,0.0,6917.4,2026-03-05 01:30:00,UPI,settled
TXN_RZP_100119,ORD_INV_200119,UTR_HDFC_800119,3217.82,64.36,11.58,0.0,0.0,0.0,0.0,3141.88,2026-03-05 02:15:00,Credit Card,settled
TXN_RZP_100120,ORD_INV_200120,UTR_HDFC_800120,18914.32,378.29,68.09,0.0,0.0,0.0,0.0,18467.94,2026-03-05 03:00:00,Debit Card,settled
TXN_RZP_100121,ORD_INV_200121,UTR_HDFC_800121,40751.04,815.02,146.7,0.0,0.0,0.0,0.0,39789.32,2026-03-05 03:45:00,NetBanking,settled
TXN_RZP_100122,ORD_INV_200122,UTR_HDFC_800122,21647.15,432.94,77.93,0.0,0.0,0.0,0.0,21136.28,2026-03-05 04:30:00,UPI,settled
TXN_RZP_100123,ORD_INV_200123,UTR_HDFC_800123,38456.45,769.13,138.44,0.0,0.0,0.0,0.0,37548.88,2026-03-05 05:15:00,Debit Card,settled
TXN_RZP_100124,ORD_INV_200124,UTR_HDFC_800124,22149.45,442.99,79.74,0.0,0.0,0.0,0.0,21626.72,2026-03-05 06:00:00,Wallet,settled
TXN_RZP_100125,ORD_INV_200125,UTR_HDFC_800125,1645.96,32.92,5.93,0.0,0.0,0.0,0.0,1607.11,2026-03-05 06:45:00,NetBanking,settled
TXN_RZP_100126,ORD_INV_200126,UTR_HDFC_800126,37878.58,757.57,136.36,0.0,0.0,0.0,0.0,36984.65,2026-03-05 07:30:00,NetBanking,settled
TXN_RZP_100127,ORD_INV_200127,UTR_HDFC_800127,40844.37,816.89,147.04,0.0,0.0,0.0,0.0,39880.44,2026-03-05 08:15:00,Wallet,settled
TXN_RZP_100128,ORD_INV_200128,UTR_HDFC_800128,4098.25,81.97,14.75,0.0,0.0,0.0,0.0,4001.53,2026-03-05 09:00:00,Wallet,settled
TXN_RZP_100129,ORD_INV_200129,UTR_HDFC_800129,8464.2,169.28,30.47,0.0,0.0,0.0,0.0,8264.45,2026-03-05 09:45:00,Credit Card,settled
TXN_RZP_100130,ORD_INV_200130,UTR_HDFC_800130,9800.63,196.01,35.28,0.0,0.0,0.0,0.0,9569.34,2026-03-05 10:30:00,NetBanking,settled
TXN_RZP_100131,ORD_INV_200131,UTR_HDFC_800131,12774.16,255.48,45.99,0.0,0.0,0.0,0.0,12472.69,2026-03-05 11:15:00,Debit Card,settled
TXN_RZP_100132,ORD_INV_200132,UTR_HDFC_800132,21349.2,426.98,76.86,0.0,0.0,0.0,0.0,20845.36,2026-03-05 12:00:00,Debit Card,settled
TXN_RZP_100133,ORD_INV_200133,UTR_HDFC_800133,10361.52,207.23,37.3,0.0,0.0,0.0,0.0,10116.99,2026-03-05 12:45:00,UPI,settled
TXN_RZP_100134,ORD_INV_200134,UTR_HDFC_800134,42750.16,855.0,153.9,0.0,0.0,0.0,0.0,41741.26,2026-03-05 13:30:00,UPI,settled
TXN_RZP_100135,ORD_INV_200135,UTR_HDFC_800135,11001.03,220.02,39.6,0.0,0.0,0.0,0.0,10741.41,2026-03-05 14:15:00,UPI,settled
TXN_RZP_100136,ORD_INV_200136,UTR_HDFC_800136,21113.77,422.28,76.01,0.0,0.0,0.0,0.0,20615.48,2026-03-05 15:00:00,UPI,settled
TXN_RZP_100137,ORD_INV_200137,UTR_HDFC_800137,27403.11,548.06,98.65,0.0,0.0,0.0,0.0,26756.4,2026-03-05 15:45:00,Debit Card,settled
TXN_RZP_100138,ORD_INV_200138,UTR_HDFC_800138,5176.61,103.53,18.64,0.0,0.0,0.0,0.0,5054.44,2026-03-05 16:30:00,Credit Card,settled
TXN_RZP_100139,ORD_INV_200139,UTR_HDFC_800139,18060.62,361.21,65.02,0.0,0.0,0.0,0.0,17634.39,2026-03-05 17:15:00,Debit Card,settled
TXN_RZP_100140,ORD_INV_200140,UTR_HDFC_800140,4899.89,98.0,17.64,0.0,0.0,0.0,0.0,4784.25,2026-03-05 18:00:00,UPI,pending
TXN_RZP_100141,ORD_INV_200141,UTR_HDFC_800141,35901.55,718.03,129.25,0.0,0.0,0.0,0.0,35054.27,2026-03-05 18:45:00,Wallet,settled
TXN_RZP_100142,ORD_INV_200142,UTR_HDFC_800142,24137.08,482.74,86.89,0.0,0.0,0.0,0.0,23567.45,2026-03-05 19:30:00,UPI,settled
TXN_RZP_100143,ORD_INV_200143,UTR_HDFC_800143,914.92,18.3,3.29,0.0,0.0,0.0,0.0,893.33,2026-03-05 20:15:00,UPI,settled
TXN_RZP_100144,ORD_INV_200144,UTR_HDFC_800144,19706.82,394.14,70.95,0.0,0.0,0.0,0.0,19241.73,2026-03-05 21:00:00,NetBanking,settled
TXN_RZP_100145,ORD_INV_200145,UTR_HDFC_800145,19794.5,395.89,71.26,0.0,0.0,0.0,0.0,19327.35,2026-03-05 21:45:00,NetBanking,settled
TXN_RZP_100146,ORD_INV_200146,UTR_HDFC_800146,21106.61,422.13,75.98,0.0,0.0,0.0,0.0,20608.5,2026-03-05 22:30:00,Debit Card,settled
TXN_RZP_100147,ORD_INV_200147,UTR_HDFC_800147,38378.99,767.58,138.16,0.0,0.0,0.0,0.0,37473.25,2026-03-05 23:15:00,Debit Card,settled
TXN_RZP_100148,ORD_INV_200148,UTR_HDFC_800148,11238.5,224.77,40.46,0.0,0.0,0.0,0.0,10973.27,2026-03-06 00:00:00,Debit Card,settled
TXN_RZP_100149,ORD_INV_200149,UTR_HDFC_800149,15370.11,307.4,55.33,0.0,0.0,0.0,0.0,15007.38,2026-03-06 00:45:00,Wallet,settled
TXN_RZP_100150,ORD_INV_200150,UTR_HDFC_800150,22119.1,442.38,79.63,0.0,0.0,0.0,0.0,21597.09,2026-03-06 01:30:00,Debit Card,settled
TXN_RZP_100151,ORD_INV_200151,UTR_HDFC_800151,12836.75,256.74,46.21,0.0,0.0,0.0,0.0,12533.8,2026-03-06 02:15:00,Debit Card,settled
TXN_RZP_100152,ORD_INV_200152,UTR_HDFC_800152,23417.41,468.35,84.3,0.0,0.0,0.0,0.0,22864.76,2026-03-06 03:00:00,Debit Card,settled
TXN_RZP_100153,ORD_INV_200153,UTR_HDFC_800153,32501.33,650.03,117.01,0.0,0.0,0.0,0.0,31734.29,2026-03-06 03:45:00,UPI,settled
TXN_RZP_100154,ORD_INV_200154,UTR_HDFC_800154,31185.71,623.71,112.27,0.0,0.0,0.0,0.0,30449.73,2026-03-06 04:30:00,Wallet,settled
TXN_RZP_100155,ORD_INV_200155,UTR_HDFC_800155,4504.83,90.1,16.22,0.0,0.0,0.0,0.0,4398.51,2026-03-06 05:15:00,NetBanking,settled
