bank_txn_id,utr,bank_date,credit_amount,narration,bank_name,account_number
BNK_TXN_400073,UTR_HDFC_800073,2026-03-04 15:45:00,5219.03,CMS/RAZORPAY/UTR_HDFC_800073/ORD_INV_200073,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400074,UTR_HDFC_800074,2026-03-04 16:30:00,36726.97,CMS/RAZORPAY/UTR_HDFC_800074/ORD_INV_200074,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400075,UTR_HDFC_800075,2026-03-04 17:15:00,19078.84,CMS/RAZORPAY/UTR_HDFC_800075/ORD_INV_200075,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400076,UTR_HDFC_800076,2026-03-04 18:00:00,39533.97,CMS/RAZORPAY/UTR_HDFC_800076/ORD_INV_200076,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400077,UTR_HDFC_800077,2026-03-04 18:45:00,30077.29,CMS/RAZORPAY/UTR_HDFC_800077/ORD_INV_200077,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400078,UTR_HDFC_800078,2026-03-04 19:30:00,42797.38,CMS/RAZORPAY/UTR_HDFC_800078/ORD_INV_200078,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400079,UTR_HDFC_800079,2026-03-04 20:15:00,42850.67,CMS/RAZORPAY/UTR_HDFC_800079/ORD_INV_200079/NEFT_BANK_HANDLING_CHRG,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400080,UTR_HDFC_800080,2026-03-04 21:00:00,8161.19,CMS/RAZORPAY/UTR_HDFC_800080/ORD_INV_200080,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400081,UTR_HDFC_800081,2026-03-04 21:45:00,11973.46,CMS/RAZORPAY/UTR_HDFC_800081/ORD_INV_200081,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400082,UTR_HDFC_800082,2026-03-04 22:30:00,37773.2,CMS/RAZORPAY/UTR_HDFC_800082/ORD_INV_200082,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400083,UTR_HDFC_800083,2026-03-04 23:15:00,15585.53,CMS/RAZORPAY/UTR_HDFC_800083/ORD_INV_200083,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400084,UTR_HDFC_800084,2026-03-05 00:00:00,29116.72,CMS/RAZORPAY/UTR_HDFC_800084/ORD_INV_200084,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400085,UTR_HDFC_800085,2026-03-05 00:45:00,38024.29,CMS/RAZORPAY/UTR_HDFC_800085/ORD_INV_200085,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400086,UTR_HDFC_800086,2026-03-05 01:30:00,29966.18,CMS/RAZORPAY/UTR_HDFC_800086/ORD_INV_200086,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400087,UTR_HDFC_800087,2026-03-05 02:15:00,5370.21,CMS/RAZORPAY/UTR_HDFC_800087/ORD_INV_200087,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400088,UTR_HDFC_800088,2026-03-05 03:00:00,2009.61,CMS/RAZORPAY/UTR_HDFC_800088/ORD_INV_200088,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400089,UTR_HDFC_800089,2026-03-05 03:45:00,32103.58,CMS/RAZORPAY/UTR_HDFC_800089/ORD_INV_200089,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400090,UTR_HDFC_800090,2026-03-05 04:30:00,17134.82,CMS/RAZORPAY/UTR_HDFC_800090/ORD_INV_200090,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400091,UTR_HDFC_800091,2026-03-05 05:15:00,2276.82,CMS/RAZORPAY/UTR_HDFC_800091/ORD_INV_200091,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400092,UTR_HDFC_800092,2026-03-05 06:00:00,16220.43,CMS/RAZORPAY/UTR_HDFC_800092/ORD_INV_200092,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400093,UTR_HDFC_800093,2026-03-05 06:45:00,29262.95,CMS/RAZORPAY/UTR_HDFC_800093/ORD_INV_200093,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400094,UTR_HDFC_800094,2026-03-05 07:30:00,29415.77,CMS/RAZORPAY/UTR_HDFC_800094/ORD_INV_200094,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400095,UTR_HDFC_800095,2026-03-05 08:15:00,24512.05,CMS/RAZORPAY/UTR_HDFC_800095/ORD_INV_200095,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400096,UTR_HDFC_800096,2026-03-05 09:00:00,29870.27,CMS/RAZORPAY/UTR_HDFC_800096/ORD_INV_200096,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400097,UTR_HDFC_800097,2026-03-05 09:45:00,18045.1,CMS/RAZORPAY/UTR_HDFC_800097/ORD_INV_200097,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400098,UTR_HDFC_800098,2026-03-05 10:30:00,9504.93,CMS/RAZORPAY/UTR_HDFC_800098/ORD_INV_200098,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400099,UTR_HDFC_800099,2026-03-05 11:15:00,20613.49,CMS/RAZORPAY/UTR_HDFC_800099/ORD_INV_200099,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400100,UTR_HDFC_800100,2026-03-05 12:00:00,34945.63,CMS/RAZORPAY/UTR_HDFC_800100/ORD_INV_200100,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400101,UTR_HDFC_800101,2026-03-05 12:45:00,11406.76,CMS/RAZORPAY/UTR_HDFC_800101/ORD_INV_200101/PART_1_SPLIT_PAYOUT,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400102,UTR_HDFC_800102,2026-03-05 13:30:00,36021.95,CMS/RAZORPAY/UTR_HDFC_800102/ORD_INV_200102,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400103,UTR_HDFC_800103,2026-03-05 14:15:00,35504.86,CMS/RAZORPAY/UTR_HDFC_800103/ORD_INV_200103,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400104,UTR_HDFC_800104,2026-03-05 15:00:00,11015.96,CMS/RAZORPAY/UTR_HDFC_800104/ORD_INV_200104,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400105,UTR_HDFC_800105,2026-03-05 15:45:00,20196.18,CMS/RAZORPAY/UTR_HDFC_800105/ORD_INV_200105,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400106,UTR_HDFC_800106,2026-03-05 16:30:00,21894.73,CMS/RAZORPAY/UTR_HDFC_800106/ORD_INV_200106,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400107,UTR_HDFC_800107,2026-03-05 17:15:00,39258.36,CMS/RAZORPAY/UTR_HDFC_800107/ORD_INV_200107,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400108,UTR_HDFC_800108,2026-03-05 18:00:00,8009.74,CMS/RAZORPAY/UTR_HDFC_800108/ORD_INV_200108,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400109,UTR_HDFC_800109,2026-03-05 18:45:00,24642.55,CMS/RAZORPAY/UTR_HDFC_800109/ORD_INV_200109,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400110,UTR_HDFC_800110,2026-03-05 19:30:00,35281.25,CMS/RAZORPAY/UTR_HDFC_800110/ORD_INV_200110,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400111,UTR_HDFC_800111,2026-03-05 20:15:00,41759.91,CMS/RAZORPAY/UTR_HDFC_800111/ORD_INV_200111,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400112,UTR_HDFC_800112,2026-03-05 21:00:00,36551.44,UPI/CR/800112/RAZORPAY_PAYMENTS/Varun_Dhawan,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400113,UTR_HDFC_800113,2026-03-05 21:45:00,32762.35,CMS/RAZORPAY/UTR_HDFC_800113/ORD_INV_200113,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400114,UTR_HDFC_800114,2026-03-05 22:30:00,33116.39,CMS/RZP_STORE_ONLINE/UTR_HDFC_800114/ORD_INV_200114,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400115,UTR_HDFC_800115,2026-03-05 23:15:00,27665.63,CMS/RAZORPAY/UTR_HDFC_800115/ORD_INV_200115,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400116,UTR_HDFC_800116,2026-03-06 00:00:00,31449.62,CMS/RAZORPAY/UTR_HDFC_800116/ORD_INV_200116,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400117,UTR_HDFC_800117,2026-03-06 00:45:00,14279.88,CMS/RAZORPAY/UTR_HDFC_800117/ORD_INV_200117,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400118,UTR_HDFC_800118,2026-03-06 01:30:00,6917.4,CMS/RAZORPAY/UTR_HDFC_800118/ORD_INV_200118,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400119,UTR_HDFC_800119,2026-03-06 02:15:00,3141.88,CMS/RAZORPAY/REF#C_800119/ORD-200119,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400120,UTR_HDFC_800120,2026-03-06 03:00:00,18467.94,CMS/RAZORPAY/UTR_HDFC_800120/ORD_INV_200120,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400121,UTR_HDFC_800121,2026-03-06 03:45:00,39789.32,CMS/RAZORPAY/UTR_HDFC_800121/ORD_INV_200121,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400122,UTR_HDFC_800122,2026-03-06 04:30:00,21136.28,CMS/RAZORPAY/UTR_HDFC_800122/ORD_INV_200122,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400123,UTR_HDFC_800123,2026-03-06 05:15:00,37548.88,CMS/RAZORPAY/UTR_HDFC_800123/ORD_INV_200123,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400124,UTR_HDFC_800124,2026-03-06 06:00:00,21626.72,CMS/RAZORPAY/UTR_HDFC_800124/ORD_INV_200124,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400125,UTR_HDFC_800125,2026-03-06 06:45:00,1257.11,CMS/RAZORPAY/UTR_HDFC_800125/ORD_INV_200125,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400126,UTR_HDFC_800126,2026-03-06 07:30:00,36984.65,CMS/RAZORPAY/UTR_HDFC_800126/ORD_INV_200126,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400127,UTR_HDFC_800127,2026-03-06 08:15:00,39880.44,CMS/RAZORPAY/UTR_HDFC_800127/ORD_INV_200127,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400128,UTR_HDFC_800128,2026-03-06 09:00:00,4001.53,CMS/RAZORPAY/UTR_HDFC_800128/ORD_INV_200128,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400129,UTR_HDFC_800129,2026-03-06 09:45:00,8264.45,CMS/RAZORPAY/UTR_HDFC_800129/ORD_INV_200129,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400130,UTR_HDFC_800130,2026-03-06 10:30:00,9569.34,CMS/RAZORPAY/UTR_HDFC_800130/ORD_INV_200130,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400131,UTR_HDFC_800131,2026-03-06 11:15:00,12472.69,CMS/RAZORPAY/UTR_HDFC_800131/ORD_INV_200131,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400132,UTR_HDFC_800132,2026-03-06 12:00:00,20845.36,CMS/RAZORPAY/UTR_HDFC_800132/ORD_INV_200132,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400133,UTR_HDFC_800133,2026-03-06 12:45:00,10116.99,CMS/RAZORPAY/UTR_HDFC_800133/ORD_INV_200133,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400134,UTR_HDFC_800134,2026-03-06 13:30:00,41741.26,CMS/RAZORPAY/UTR_HDFC_800134/ORD_INV_200134,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_ORPHAN_135,UTR_EXTRA_CREDIT_135,2026-03-06 14:15:00,14250.0,DIRECT_CUSTOMER_NEFT_TRANSFER/NO_GATEWAY_RECORD,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400135,UTR_HDFC_800135,2026-03-06 14:15:00,10741.41,CMS/RAZORPAY/UTR_HDFC_800135/ORD_INV_200135,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400136,UTR_HDFC_800136,2026-03-06 15:00:00,20615.48,CMS/RAZORPAY/UTR_HDFC_800136/ORD_INV_200136,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400137,UTR_HDFC_800137,2026-03-06 15:45:00,26756.4,CMS/RAZORPAY/UTR_HDFC_800137/ORD_INV_200137,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400138,UTR_HDFC_800138,2026-03-06 16:30:00,5054.44,CMS/RAZORPAY/UTR_HDFC_800138/ORD_INV_200138,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400139,UTR_HDFC_800139,2026-03-06 17:15:00,17634.39,CMS/RAZORPAY/UTR_HDFC_800139/ORD_INV_200139,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400141,UTR_HDFC_800141,2026-03-06 18:45:00,35054.27,CMS/RAZORPAY/UTR_HDFC_800141/ORD_INV_200141,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400142,UTR_HDFC_800142,2026-03-06 19:30:00,23567.45,CMS/RAZORPAY/UTR_HDFC_800142/ORD_INV_200142,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400143,UTR_HDFC_800143,2026-03-06 20:15:00,893.33,CMS/RAZORPAY/UTR_HDFC_800143/ORD_INV_200143,State Bank of India,XXXX-XXXX-8921
